,θ0,θ1,σ
0,1.695722796401763,3.1305887225558884,1.909943440074986
1,1.7188482402351828,3.1362086880987303,1.9302557282546595
2,1.4370251918224914,2.850983627513945,1.8522463752773712
3,1.4666771037971438,2.893700867102647,1.8352042171869143
4,1.7757800693275827,2.9645841591499997,1.700973655423184
5,1.5854357927943377,2.8803927567054983,1.7296320268452252
6,1.040915163220204,3.4216159695179824,2.104654428173587
7,1.5615737171687787,2.9484784263407726,1.6756525576572314
8,1.4554812898920713,2.9586597863577904,1.6402501954755715
9,1.4554812898920713,2.9586597863577904,1.6402501954755715
10,1.3537820675965266,2.9612120211270505,1.6035473996567426
11,1.5393589852039986,2.925121599356028,1.7760543711710666
12,1.970344869311926,2.8397647072477024,1.7483939861016986
13,1.6389519521825502,2.9966995379025896,1.9862544125760777
14,1.6389519521825502,2.9966995379025896,1.9862544125760777
15,1.6582496333025833,3.024356569617334,1.7733350660905771
16,1.4190834670294994,3.0750611113207933,1.70066765783386
17,1.4566824295601353,3.08918971950818,1.5628912701410524
18,1.707028801712289,3.0709829071181534,1.9007913891293766
19,1.695862957295404,2.853241413616686,1.8502707287837485
20,1.3646838269861903,3.1756177124921905,1.8744891469621234
21,1.1999184839281847,3.163115218651231,1.8456873773804379
22,1.7813657906608389,2.8331651236269115,1.6990037040591726
23,1.5275690936234707,2.770065398661085,1.5840418100342637
24,1.6676755331278346,3.043608403657984,1.616029033930054
25,1.68027509507868,2.986944247620819,1.6802486213355565
26,1.520041139458222,3.0700391171293564,1.917600591078255
27,1.9111403195951067,2.775052134656766,1.6488181813675429
28,1.3110150257631148,3.1718824335034883,2.149372301500082
29,1.1836566166835047,3.230647936206301,1.9616325795208986
30,1.3926418518306807,3.0383118750529974,2.199258202319019
31,1.296116874972196,2.9858771997793427,2.1676433820748513
32,2.1937087347228617,2.8497153164352285,2.11851583536364
33,1.1558179616193656,3.085047191440498,1.8158581497724908
34,1.1558179616193656,3.085047191440498,1.8158581497724908
35,1.3985428487994567,3.2885318185697967,1.8497380983082725
36,1.6341984712025224,2.896933881388922,1.8099200974563838
37,1.8559631278956894,2.964744272606822,1.9510059626692984
38,1.6921228612602024,2.987839965602708,1.860402400968964
39,1.6341473364398689,3.085557020246972,1.7206137337718146
40,1.1508835148708827,3.1343655613693793,1.7220788888850938
41,1.4125371161843747,3.200748818044163,2.0403334186437085
42,1.4466608910063907,3.1616436448947858,1.8651310894347382
43,1.7077297907746842,2.839182600212118,1.7567892408022638
44,1.6500428401724554,3.0243202060001773,1.6550657343033246
45,0.9714593340861555,3.287276834924437,1.7937662253070543
46,1.6254792983795758,3.0795072539628534,2.0386000323045197
47,1.3944002475419353,3.2602896623099555,1.8127732873823668
48,1.1827766843177328,3.093802791067104,1.753736058649507
49,1.6455902479878362,2.8440266262955745,1.643510754898836
50,1.6624182783497854,2.823477159280666,1.6461471850645752
51,1.6140109650643553,3.110715029296638,1.7103576586495897
52,1.475512374325485,3.0769514215546905,1.9204551462060357
53,1.0386414589318842,3.188607877436321,1.9495863513228984
54,1.6729775779529017,3.209484118554873,2.013190723028897
55,1.5851788031402845,3.124671528952443,1.880056577053835
56,1.592990659208912,3.0631245936879954,1.7288368816854889
57,1.2586068669794819,3.1265839447703225,1.502999577575358
58,1.3279760733899595,3.3165292152145036,1.5354793914019562
59,1.9317360418218446,2.8040815125269676,1.817227589545821
60,1.3285223116585854,3.1519492418153563,1.791991941838281
61,1.6141304762142892,2.9886975646685063,1.636213685936282
62,1.7815152454651964,2.920699825443879,1.65441703063444
63,1.9319996486594437,2.8785920938804583,1.794542073083213
64,1.894132591525509,2.9059412897422816,1.9141208758581851
65,1.5325322617656476,2.7860104780180435,2.01618716797117
66,1.462863816299564,2.947881762448897,2.339768214296139
67,1.5783039057699684,3.1877818449565654,1.5526309125328481
68,1.3248638426330637,3.0689398756296877,1.6252770516214765
69,1.3496951519772753,3.048381769725651,2.0491722414216773
70,1.7670716448754225,2.955048832615732,2.107862102788478
71,1.604117155749041,3.003822636520651,1.9185711247231345
72,1.8650456044642614,2.9579928557239445,1.888912018015027
73,1.817225085156221,2.9664468922829714,1.7975769760269893
74,1.5893454189708445,2.9143250872863837,1.8820645979008817
75,1.8477292020354383,2.976209867299504,1.7307052181324476
76,1.7026114643538508,2.7911785315013953,1.551156818032971
77,1.0945014044687726,3.0955851768749763,1.7194119864636563
78,1.8683514322692916,2.70885096512012,1.924006399226196
79,1.7808716813281287,2.8965663987561108,1.796448679339673
80,1.6296433173542675,3.0144763934974104,1.8109693800277427
81,1.4214688705813188,3.029765243069232,2.0390008804728312
82,1.2341973928676107,3.252224523766164,1.7118441195552072
83,1.8161417308952854,3.001831921587385,1.8659676983639777
84,1.887753403063899,3.203492983438854,1.7215118199354618
85,1.6722585689502687,2.6800007875345804,1.9125283541643832
86,1.6345237989892678,3.2502268132886654,1.9048056363187902
87,1.58416822146888,2.9460132459145747,1.699284405757216
88,1.6127981617444247,3.13197488544213,1.923959134163841
89,1.2550961322248662,3.1289537958014777,1.8561885149796624
90,1.7364523945631287,2.874081220579857,1.673709559347468
91,1.698357256756416,2.998730316132005,1.6357801501789115
92,1.3911329458477106,3.103197969683387,1.8783248115607418
93,1.3689481809381323,3.192876112302946,1.8089984292423544
94,1.8656302084121186,2.9452258955020003,1.6764157841951906
95,1.451800159062329,3.0850782113632995,1.7216657491632061
96,1.2037935053721724,3.216348022959488,1.8912034286187547
97,1.6228692197037624,2.9474857690251173,1.7294239541907301
98,1.489560850631565,3.165655544320452,1.9882358082830716
99,1.4794829377318595,3.148854775413031,1.9164076289173626
100,1.1309389838868729,3.0686647916933563,1.8016738513037893
101,1.183798391450632,3.246480371385847,1.8989150562927333
102,1.221472022574663,3.225439444363371,1.8675386564570593
103,1.3281029915906624,3.3028384865096485,1.8363293429163936
104,1.5468151238041563,3.007817198663581,1.7770967110824198
105,1.3015524663031988,3.108786678128514,1.5535268685958101
106,1.7944672108936892,2.890460351863611,1.6566477178180168
107,1.5764446796176113,2.8258821070930837,1.7398749003711766
108,1.5696846180260107,3.2084736040295625,1.9185207500886015
109,1.58274777847284,3.1503274483903994,1.7383643817748324
110,1.5292727412942795,3.0166423672771754,1.86804889750454
111,1.7018952407592909,3.158858040569845,2.2930764644113033
112,1.3611275691288987,2.859144990146988,2.2229832600738115
113,1.449766392145238,2.8805057528884865,1.563806953221317
114,1.5590718236126113,2.978118017540649,1.880654904725895
115,1.9474485278144882,2.875422853884679,2.013771188266525
116,1.4202145206799328,3.0857668471019366,1.6446658731449402
117,1.2745606803880118,3.2007411171505895,1.9968148276394353
118,0.9640837514063048,3.3003409369026033,1.8690041184367752
119,1.5072616699513481,3.0516234008063305,1.9255537637408273
120,1.3754576180186406,3.0327670236125877,1.7763267516606613
121,1.7795294370619177,2.964050979111502,1.7232926206156054
122,1.4397705163784116,3.143958535623907,1.7407230295597007
123,1.3553667608846416,2.9689051774560693,1.7614891907548835
124,1.459799886905832,2.9195060828781387,1.7725748686358092
125,1.7353270357167108,3.0233657202388526,1.8475933788364838
126,1.5574520778853669,2.9560948200664763,1.8090225502100465
127,1.2082255748168684,3.126978447225182,1.8142405621975874
128,1.2776208709857217,3.194044368271548,1.7493163977363233
129,2.0943578682025374,3.027896890460018,1.8754062229484154
130,1.4932281440967534,2.856045819811823,1.8614645450197247
131,2.006039451651209,2.937417733869871,1.6296683522618411
132,1.3440522584137753,3.0713665283947322,1.8310800744739608
133,1.0693587822007782,3.0270038006314657,1.921543202304994
134,1.9144062833665287,2.8941717587807,1.7101644342615088
135,1.787705967780222,2.85910464162855,1.717075098325767
136,1.647852189318826,3.0248921815911824,1.7323541117039727
137,1.553737079174631,3.0745074702944244,1.7260108492733353
138,1.7647671109284333,2.870938766500979,1.5505073894799173
139,1.3440050156241052,2.9034221867919894,1.9343961525939652
140,1.73748943482084,3.155394160400651,1.9201240954907313
141,1.0789845200862072,2.9790221832544157,1.892409667889251
142,1.8131110285245586,2.8402640836633832,1.67017704120012
143,1.6869069249441238,2.973160382848666,1.759768463367907
144,1.4666248258248022,3.062466115659052,1.817912548079029
145,1.3785633918510583,2.9293999730320444,1.9583552809947355
146,1.9522243733941367,3.027295073358393,1.7720808314645682
147,1.9827476923143554,2.9412364146845063,1.8107374996574588
148,1.663196672362386,2.8612307904024004,1.8557576942922211
149,2.095986832859536,2.7634084184557186,1.857467533839858
150,1.1856007156954238,2.9870654560964414,1.6760823010754646
151,1.9005606541791369,2.940702937354948,1.9491292676727658
152,1.74122338361828,2.865536428842578,1.9281506416396401
153,1.5443982997140473,3.0799941397030057,1.757038724655034
154,1.589640630191241,3.0035283220459044,1.7995103627206293
155,1.7487317599831718,2.8680248741229977,1.6522629765308805
156,1.6560205590151658,2.890388661781503,1.6466559044357973
157,1.7379273718301906,2.9930517912607426,1.6059090628759436
158,1.6722210080866469,3.0493705402177476,1.7283537437171244
159,1.292866362924972,3.025087628710689,1.6515671259233824
160,1.4262400437161098,3.078248361098052,1.8883126628213525
161,1.7575851995714025,3.064371771202041,1.9013778060503335
162,1.5812306853117626,2.842840591201398,1.7574424982558032
163,1.8643142889035598,2.890421884731664,1.7149693909447858
164,1.7006564042244574,2.918026949571254,1.6199393889406721
165,1.6272634803117487,3.0062430683301247,1.590116697596823
166,1.4277751627190998,3.13789965313127,1.7429678500913364
167,1.6502439462904905,3.0802486398137825,1.6140213066364448
168,1.2096613687977262,3.0590403517222584,1.6016779701601345
169,1.3557145872307081,3.157992913088662,1.5815981764798974
170,1.4681047919243553,3.0345725094793305,1.7694508261449138
171,1.4641886830086353,2.925211318204986,1.7744823175261817
172,1.9366335426117411,3.0156378893402693,1.8194355783098322
173,1.80824857715625,3.0282747165736263,1.8098857366528223
174,1.5035076282601059,3.060894115566615,1.8475698738695745
175,1.2061856758761238,3.199448849129608,1.7861633010779538
176,1.40374561165391,3.102657410126203,1.7119398839823494
177,1.523799192105163,3.1347175401795164,2.0796786531029623
178,1.6199907220481533,3.0266512705790247,1.7849680450128256
179,1.7022787465496623,2.9605287013008,1.755889994151693
180,1.8297627583395457,2.961376579766105,1.896611071250338
181,2.0851976984196923,2.9811020912592925,1.8520707750823542
182,2.02330069545904,3.0380263585685974,2.1515985825532935
183,1.3086758249523005,2.9495934081086332,1.70403072635726
184,1.3719907210994924,2.9827237637205846,1.875748186214255
185,1.8266301918568981,3.19473381425901,2.1112105205026293
186,1.4532548252430817,2.9359132338452705,1.8456931521574713
187,1.6489048780078979,2.9598348450807,1.711052438361242
188,1.940170443316503,2.982603022955887,1.7984755604817266
189,1.6532980116126452,2.757317982563056,1.8400687982060504
190,1.1735266130229225,3.08141837690294,1.767003356389215
191,1.7385984060429347,3.335387054949011,2.2050281269213823
192,1.4727441879401622,3.2321065139449465,1.9815288619435942
193,1.4241924312192933,3.0006700398540183,1.7462494507612956
194,1.3501820096880182,3.194894524948653,1.6288837153467157
195,1.7602205097812949,2.7627982225035215,2.0368158275016706
196,2.239142189385438,2.737154171364301,1.8652905879877677
197,2.1905166798612643,2.6978490944722666,1.7543575621108105
198,1.993853141350592,2.7284430966732187,1.7474448520536354
199,1.373101506140004,3.1082532728256616,1.9111307516800207
200,1.6093199634178101,2.9564741715724825,1.8399609122931802
201,1.4307136665871265,3.0566823503392215,1.6144041018392148
202,1.4783233958222064,3.0865144945746503,1.8944708015379088
203,1.3948283062589553,2.955477858375618,2.081828571242519
204,1.6916893363251266,3.0128325330649095,1.8083013316116072
205,1.169595384315057,3.0647206795526385,1.6430658266492992
206,2.081643842638989,3.0448617229283728,1.740691681536927
207,1.9207587612688646,2.939758264677918,1.7914308529078864
208,1.5706946530023862,3.0125663798724958,1.8828055433331234
209,1.3467191831662433,3.192197945800617,1.7120305897256503
210,1.3349221430921605,3.0525089889311907,1.6650204354279747
211,1.6116558925675195,2.924630192466899,2.062645875120033
212,1.6984817817769862,3.200411209636974,1.8377316246952144
213,1.826589013542958,3.162550702279125,1.7491298164860196
214,1.7550726797859717,3.0967836968892573,1.8048916724481912
215,1.3564647469419644,2.9116277390813217,1.5981024115601195
216,1.6377467529387517,3.1781063931529423,1.7009792635305692
217,1.9006330889454042,2.9450393594609636,1.9274099568010241
218,1.434460576103962,2.8529626510660604,1.7733555707533766
219,1.3779773359530196,3.16484352884632,1.7273320325609463
220,1.7521884332600939,2.9219657871910054,1.866423748008546
221,1.5061016522509676,3.0270238813030774,1.5570534087161376
222,1.4923234075756553,2.981712114249054,2.0653545680639613
223,1.5274058541193631,2.9725554730580837,2.175763227631241
224,1.4969615291370002,2.9817786862493603,2.28519511256438
225,1.8984757752505015,3.0694944622151534,1.8482723915842714
226,1.4537116451863161,2.9851668207898245,1.8063605752296539
227,1.316981561627805,2.990657383812914,1.7619707734280434
228,1.0357378009974645,2.9631973942840357,1.7717658615691603
229,1.6888608001509706,3.31366436966533,1.8893563496370174
230,0.9869069522705602,3.117399766373726,1.870191997916943
231,1.3866054888456225,3.323166618453857,1.9112956884125323
232,1.4713632472815437,2.8096656630754313,1.7095478137093214
233,1.6485016112328261,3.0250618271293064,1.9616370536346133
234,1.4589910147199991,3.0932118801443935,1.6596839703909307
235,1.6092970873227679,3.197825791217534,1.6146423563396681
236,1.1829129186295502,3.0791323922508207,1.67867551192975
237,1.5843459625708454,3.078064789146582,1.999287196002174
238,1.5409874121187284,3.2632715338735125,2.0837691173413773
239,1.5503642699452478,2.8551906333728816,1.6921725903731444
240,1.8914939780907494,2.9084955260150216,1.8374494322530979
241,2.0189153982919343,2.8264923318113406,1.7751980538985705
242,1.30748150960228,3.116510681633286,1.6493539861544178
243,1.6957455180297323,2.960239884039045,1.7097873510578936
244,1.5008426344122707,3.1102320517295614,1.8472389070391904
245,1.6036446016832917,2.9547320061773377,1.7274696599533714
246,1.5452501027808003,3.146785589275612,1.9225435491911158
247,1.093798957198821,3.1335674765555397,2.008294087585711
248,1.607947421780149,2.9817964866178666,1.6503665716943061
