,θ0,θ1,σ
249,1.41621449355825,2.9396168782269925,1.690318524866231
250,1.3946812348057351,3.1409868835476673,1.8315634007658688
251,1.1742848763529037,3.258990850606042,1.7611372146919493
252,1.245838563261377,3.4666799719778267,1.6164132615276205
253,1.3571288458340538,3.267092929851884,1.7280846645714762
254,1.5805332332243642,2.9692515114057003,1.7503260054071452
255,2.0342311692864143,2.824254795963687,1.5507384504435624
256,1.5270752632204632,3.2134600635287978,1.9913169217165025
257,2.0887338870442544,2.714734489378757,1.7400641022802747
258,2.144393708129475,2.626316659172327,1.9725156020156724
259,1.898721908669448,2.672951940884468,2.0184320680211307
260,2.0028659661913863,3.095307730700195,2.0329316130021695
261,1.8450657729635982,3.004980276693994,1.9439009799117077
262,1.7118394632137433,2.9410824047764783,1.7764238611072483
263,1.8084991938219819,3.042684341127665,1.904508915005977
264,1.8084991938219819,3.042684341127665,1.904508915005977
265,1.362041851827654,2.983427621216035,1.8434053576132396
266,1.6226047607696144,2.9903256455445937,2.1117864726228897
267,1.712455127015253,3.0692701158515234,2.107085986381853
268,1.6320453137732858,2.9800665201948777,1.7226001312516197
269,1.5032242996859095,3.0653297781288478,1.9828580373477058
270,1.40850387887878,2.963330199449614,1.988490097848893
271,1.7354737577945814,2.9853939271224985,1.6791731516329986
272,1.6715842069844742,2.905649042375151,1.5417809810752483
273,1.594299778757443,3.06837707510523,1.5758331149229754
274,1.542125103675026,2.993782676540464,1.9022554317567593
275,1.5268416642435165,3.030763721174359,1.6395264494043624
276,1.8815224462087918,3.015933924924662,2.022739528589586
277,1.4985531025861467,2.6949584450886195,1.9934388964718082
278,1.127137725886284,3.141531840664353,1.6898572271540306
279,1.8725606444370684,2.976175995411961,1.9880358902059632
280,1.8794052054219184,2.786306713989483,1.5172894251973186
281,0.9959399841425737,3.247445265528259,1.9747236525692344
282,1.7498197003301,3.0009263176501375,1.9663048887923167
283,1.8296441526152205,2.7089342373143497,1.8139100831812311
284,2.252577184241092,2.8360213136549377,1.9232170480965745
285,1.4599784739026747,2.9587330954338045,2.002058360837532
286,1.6099971329877347,3.18543668058935,1.8561011037027433
287,1.4546507621667217,3.0067767339201423,2.0060848400779987
288,1.8591193479711194,3.001563142972489,1.9736774688230139
289,1.2999582103025347,3.246729111426234,1.5472438645179114
290,1.3874751761167903,3.0121920245488774,1.7880947803071956
291,1.7953262659608182,3.0977355470187953,1.6305520630309898
292,1.6620761520058907,3.1408766649585615,1.9377398747191275
293,1.0376708707102758,3.186456648447425,2.018968061105263
294,0.878929436124127,3.300220693710056,1.9058832129302838
295,1.2359921285859257,3.400895725966969,1.7175736426301236
296,1.43736636495336,2.937684403509296,1.766374101506334
297,1.3484983433639364,2.8967836518692414,1.7153675054413005
298,1.5345396410771348,2.965970563576304,1.6954288717200119
299,1.2068088627438678,3.076281404899669,1.6628411827448608
300,1.4668958434449895,2.996267961067573,1.6901677823631718
301,1.2777753392832316,2.98070202177326,1.6798746611073203
302,1.5924458374098207,3.1866718907619154,1.8066301395693682
303,1.5735483286341427,3.003135648574684,2.074605906330188
304,1.4218380629894,2.9733647669987615,1.929985524253167
305,1.3080945064538865,3.243346254102737,1.7031852337277242
306,1.9744930179717224,2.894554380644538,1.7908137747063861
307,1.5643302546353604,2.9325971288270964,1.9151364205102928
308,1.6610849988854945,2.9479402051698878,1.8284188513825006
309,2.064872087522634,2.849178214643987,1.7012956783708824
310,1.1661122348652275,3.291333010991244,1.5882383235485737
311,1.1273357386327592,3.3393785293525586,1.55028540393416
312,1.464230165796527,2.9686411385148697,1.5984080683149129
313,1.4242595730979348,3.0136415999852555,2.2335964242128323
314,1.5754121833607933,3.0742933996839805,1.684805908601822
315,1.614241521097135,2.955447384485548,1.6336243714795093
316,1.3168461169844372,3.1807492886498494,1.748401868950808
317,1.4358404403166618,3.0384821420575636,1.6313272122125697
318,1.433648276688038,3.1370115719068408,1.4744272682826614
319,1.5098726372215587,2.9673773434957535,1.5312435686721406
320,1.4690539581069102,3.038920413644223,1.6217073779271742
321,1.0995270467836469,3.206409576629653,2.018395134139917
322,1.3288401638397789,3.0564319035032765,1.7504764255411094
323,1.705591092028515,3.029236680948344,1.9384303308432513
324,1.3883296446502364,3.101201348964739,1.8155589086890318
325,1.4185666074664331,3.0852794804864323,1.7222613615862115
326,1.9934188199198521,2.8755242238175716,1.9077667572569013
327,1.412543371485378,2.984268423119225,1.5976288070139213
328,1.4899666367687026,2.8957991692049663,2.0346490517205753
329,1.5779820418094999,3.2151385144938236,1.9067245742675933
330,1.4033236798606645,2.837035972991918,1.7310053278087159
331,1.8673960591504208,3.128994230859719,1.8942465253902137
332,1.1274492678442418,3.068253462093463,1.853405011944214
333,1.2884792374563963,3.15513366885165,1.793679220295041
334,1.7072073399955159,2.996551857157698,1.784277542399174
335,1.6089889135026356,2.9826158366009072,1.8900529023846087
336,1.3722712443431209,2.940576758488118,1.7892881488225485
337,1.881604227088106,3.077832486164398,1.8899048358860246
338,1.4644352736775723,2.9378888156385683,1.8185900643627453
339,1.5416220705055534,3.1326950754997847,1.9229521862739882
340,1.2135536901720074,3.032462965009382,1.9559196981512244
341,1.63993929179607,3.0594674041887484,1.7768492712221637
342,1.252809517483119,2.9752965157875906,1.605103415626182
343,2.092600927300893,3.027546356585128,1.8777304530084893
344,1.5093928054116827,2.8355549466242262,1.7310337962809195
345,1.4713215381068583,3.2048318302943786,1.6369318847621543
346,1.177413855825239,3.076537862128568,1.8547932552908952
347,1.6712778557490588,2.861995152621801,1.719311773196349
348,1.73242517063468,2.7705591312081905,1.7791641573073933
349,1.2151113495809684,3.016227391981897,1.631643504629843
350,1.7277736609418615,3.1403809458165877,1.9775422241212763
351,1.372054081970634,3.0749269734194264,1.7345071704384576
352,1.572963843856738,3.061084687618288,1.724685807999327
353,1.798358942588333,2.8658911782083623,1.6266154708084142
354,1.6270476697574499,2.771901583035601,1.5843912220452747
355,1.6270476697574499,2.771901583035601,1.5843912220452747
356,1.6625551277605481,3.04658433718451,1.613405071937711
357,1.0360921034279942,3.2353102002875653,1.7450680967366248
358,1.4921657599624132,3.0871936946936898,1.9407159040312707
359,1.3816336593931795,3.1019992743146805,1.9488983747314752
360,1.5010558501080633,3.0748336229372883,1.7153972498830594
361,1.5010558501080633,3.0748336229372883,1.7153972498830594
362,1.4566726208207492,3.124103602913655,1.8021787945337087
363,1.7178279091837116,2.9050082321470514,1.8319403397290657
364,1.615466561564524,3.1362534920770373,1.7307037050433465
365,1.6526111522319367,3.0857411112092255,1.8397831201995398
366,1.4220621434998022,3.047840019215099,1.822888006388529
367,1.3409004012945518,3.204275085656211,1.8228963465945287
368,1.2478377211430371,3.36004778668873,1.8026983421568308
369,1.181011906110439,3.2062298215642837,1.9582447344908473
370,1.1789916866870236,3.19273179423284,1.9563807062206204
371,1.448548917811855,3.0619175670312746,1.7793729857909582
372,1.7211088998218615,3.0201099254637143,1.9047000565723995
373,1.8635573414481308,2.971856368722558,1.8509893865782678
374,1.4006248418197917,3.22289915699449,1.7550263528840353
375,1.543309207907499,2.9485553287711626,1.8355898375867237
376,1.8286167015253352,2.9892020135161452,1.6057441716350223
377,1.127668233223652,3.1147817169011907,1.7476628606478464
378,1.5789471316390398,3.0490594422433204,1.7139541406969756
379,1.3340797817606571,3.1836640712940842,1.7267404171997507
380,1.7765095549482737,2.9724050552855967,2.0416310248330896
381,1.684562283485691,2.9354559339465855,1.902929795230889
382,1.8360449352350119,3.218637031609517,1.7981565582889854
383,1.7223819149178994,2.788658308014113,1.9426187190454722
384,2.027031653626157,2.864520729139975,2.0032534368546155
385,1.9180785506254734,2.7368814635265566,1.8812896042027543
386,1.890476836812394,2.9594369121717214,1.6793490060234102
387,1.2508292192078705,3.00122130177371,1.6530127398806602
388,1.6806479234009737,3.1287239374169,1.858731916752274
389,1.2862352733725042,3.0264079464818,1.6967122674955564
390,1.4012601763136805,3.238825420949842,1.6093359152330478
391,1.9193349386056098,2.9241709820265034,1.804636034839136
392,1.9122872561064534,2.7813649282746584,1.6904635072736185
393,1.6908571200382363,2.99685821694896,1.6931699299338945
394,1.6908571200382363,2.99685821694896,1.6931699299338945
395,1.7577232376268923,2.825463772206817,1.8205412844132507
396,1.2402701444634505,3.149563310916438,1.8722137514126962
397,1.215812553925782,3.22600982228716,1.8253859464569504
398,1.657637477809857,3.08083014718645,1.957227234892336
399,1.6367423754980126,3.0684250371892423,1.6530203328581514
400,1.4092650793454677,3.0447266030381206,1.7320543931947499
401,1.958295649949502,3.102159631914931,1.6540952137532545
402,1.8554244856092532,3.026328843096546,1.5912447968806454
403,1.3176336218894564,2.9990694179159285,1.4677921659913604
404,1.4779676034842018,3.1195198779596742,1.6148034064189878
405,1.3175975506540731,3.0819072570474355,1.7976946336615596
406,1.7265324295562843,3.027982968691588,1.8359898744317533
407,1.5972569386120774,2.9372752001280356,1.951351762692882
408,1.517165633857344,3.268679888175123,1.7015365988431668
409,1.3770943314521524,3.2084941214570804,1.6888222876744272
410,1.7308381639127257,2.976544993636318,1.7372775398647273
411,1.3594692889725732,2.947735482061815,1.5634143621137169
412,1.499136760692963,2.897121317846712,1.7863931457142543
413,1.6460547237492178,3.1478266462892566,1.5820086853971655
414,1.2162482889338289,3.029511994850406,1.6548607906496522
415,1.6388547913104283,3.1324235083077934,1.6576276817549702
416,1.7427176663009245,2.9024362330830065,1.6171044277034532
417,1.7427176663009245,2.9024362330830065,1.6171044277034532
418,1.4399826833571148,3.107232576443138,1.598261061015298
419,1.545192708297493,3.011065953371698,1.7289846883170403
420,1.1368182069497204,3.1057668160609118,1.7957753101569263
421,1.1848898816170688,3.2488126110086206,1.8705686998233801
422,1.863207297792726,2.8538023830156445,1.7564576728468464
423,1.527054774554313,3.0174024039034943,1.8516583196055192
424,1.4083241842763696,3.0814603735334325,1.7420450743834075
425,1.7476001617314025,2.91716663951645,1.6117739734850969
426,1.6964242438251431,3.0004067740027,1.6105344297172988
427,1.6472250792495686,2.9353086065207585,1.5708201856118542
428,1.7343733306417506,2.993993624928191,1.8370434416809136
429,1.9773099473592581,3.141094050201532,1.835406229740287
430,1.9298282776215925,3.1307158067398193,1.7939507444610676
431,1.6661971169060947,2.900341290860226,1.8279727855340877
432,1.4226953345767108,3.0485965291499157,1.858037177830298
433,1.455480658286282,3.1421286310511296,2.129616324045871
434,1.2056972512951414,3.2075581143006415,2.1851345230990873
435,1.0887433469788952,3.177230857448182,2.112949828507989
436,1.7906814377900788,3.003429456070601,1.6816491590454392
437,0.9401376866709408,3.2368876690226864,1.7808013150057538
438,1.9383506028037658,2.7407316821956345,1.8227951733053882
439,1.8267714949378027,2.9760845747012574,1.71795945543191
440,1.570472311735897,2.9915455750112008,1.7652712769794325
441,1.5878262001421308,2.99630873732764,1.841329256957159
442,1.5146772802617636,2.94920983867858,1.6335963321896367
443,1.6254510640934958,3.127494531718296,1.7439310350796302
444,1.696002664065582,3.127699278858492,1.7870316426754034
445,1.6103594027996446,2.9557358597732306,1.8526574267247384
446,1.8566014772032469,2.8705075768239987,1.6988741863568184
447,1.478384916297297,3.0726646604851577,1.8925228250541553
448,1.5543317657481113,2.986272378239839,1.6842366125727772
449,1.6311526684940811,2.9590863800382174,1.6888337335296812
450,1.5581706528207957,2.9958357677377103,1.8755733018586127
451,1.7816493838284704,2.999908749958244,1.8870761486563357
452,1.3917771209316894,3.25260151497463,1.7246167633212077
453,1.4660451159552652,3.0013109487392504,1.8325210422346747
454,1.4660451159552652,3.0013109487392504,1.8325210422346747
455,1.2694648866084208,3.280564055090694,1.7305486878535736
456,1.603014224866498,2.890487021264473,1.517839095322973
457,1.5612355133316393,2.910584255433447,1.5582160694680023
458,1.8962914873185714,2.9503121978398323,1.7577206969943153
459,1.5285044641390446,2.9262800365343953,1.9132577107741824
460,1.7338663234881504,3.0574227025932417,2.1294653711096645
461,1.8044292352475644,2.8327942013634595,1.9095523783375332
462,1.2961331561233695,3.1280956799079553,1.866638077421451
463,1.624555082491731,3.021686664763273,1.673526936858606
464,1.7293138933418242,2.7853593485168484,1.8648971863051844
465,1.6158475972798625,3.1250725231329453,2.035739123372611
466,1.812341504636033,2.7637126203986426,1.7015499838955597
467,1.7104140795295357,2.852016585594399,1.7539405512822452
468,1.7518998166087678,3.1127610590297126,1.7498823921877529
469,1.5711462646306529,2.864355769604045,1.8662263365100382
470,1.77798722178979,3.103993477063193,1.7500448897011616
471,1.676853575668789,2.854402194720059,1.7429916478790881
472,1.9818319063853937,2.911547239319761,1.769871314464543
473,1.7624192840172301,2.926313068027141,1.8407788783638068
474,1.620030996897533,3.01163635983508,1.718335848585548
475,1.6676436398006589,2.841300652375812,1.7683755727218955
476,1.4386085981920869,3.024869460105951,1.8598101694298146
477,1.8886810531029525,2.946863059470589,1.7759583466917521
478,1.6642825266416381,2.850106538395425,1.7150405453120916
479,1.3038326047396573,3.006583658751179,1.9073505234146388
480,1.3038326047396573,3.006583658751179,1.9073505234146388
481,1.8325381336651205,2.9263142216726856,1.765268613727582
482,1.4735888871054263,3.2267486935593532,1.8143742354916057
483,1.1393001350846028,3.064626837258398,1.850052128019854
484,1.732033469291,3.0040822210451967,1.828953310893409
485,1.4366547696334824,3.0438372663464692,1.7869226071497883
486,1.5085911430107966,3.099165322631,1.7831904729715387
487,1.7246280142400896,3.0283428989539387,1.7659860421147102
488,1.7110522139744284,2.7255461505427054,1.925225938417269
489,1.3092249966213603,3.3204559714332746,1.7801954840528629
490,1.3092249966213603,3.3204559714332746,1.7801954840528629
491,1.5085184046941322,3.0644702331083944,1.8771442955512092
492,1.550649566937799,3.0262837059245573,1.6994624993481198
493,1.7410060473125921,3.005512112640724,1.8412751535726009
494,1.4440849005458256,2.957813187043442,1.6640685613076076
495,1.91444911153646,2.9747855944023485,1.6296788229456012
496,1.6961583912015645,2.9239200580567903,1.636395562697317
