,Freq,Count
784,0.073,3
785,0.024,4
786,0.0084,5
787,0.00245,6
788,0.00065,7
789,0.0002,8
790,0.0,9
791,0.0,10
792,0.3904,0
793,0.3401,1
794,0.17535,2
795,0.06275,3
796,0.02115,4
797,0.00795,5
798,0.0017,6
799,0.0004,7
800,0.00015,8
801,5e-05,9
802,0.0,10
803,0.4602,0
804,0.33335,1
805,0.1436,2
806,0.0454,3
807,0.0132,4
808,0.0035,5
809,0.0006,6
810,0.0001,7
811,5e-05,8
812,0.0,9
813,0.0,10
814,0.67635,0
815,0.2548,1
816,0.05655,2
817,0.00985,3
818,0.00215,4
819,0.0003,5
820,0.0,6
821,0.0,7
822,0.0,8
823,0.0,9
824,0.0,10
825,0.67575,0
826,0.25275,1
827,0.0581,2
828,0.0115,3
829,0.0016,4
830,0.00025,5
831,5e-05,6
832,0.0,7
833,0.0,8
834,0.0,9
835,0.0,10
836,0.6714,0
837,0.2549,1
838,0.0611,2
839,0.01095,3
840,0.0015,4
841,0.00015,5
842,0.0,6
843,0.0,7
844,0.0,8
845,0.0,9
846,0.0,10
847,0.70075,0
848,0.23915,1
849,0.0488,2
850,0.00975,3
851,0.00125,4
852,0.00025,5
853,0.0,6
854,5e-05,7
855,0.0,8
856,0.0,9
857,0.0,10
858,0.66685,0
859,0.2565,1
860,0.06235,2
861,0.01215,3
862,0.00185,4
863,0.0003,5
864,0.0,6
865,0.0,7
866,0.0,8
867,0.0,9
868,0.0,10
869,0.72825,0
870,0.22515,1
871,0.0401,2
872,0.0052,3
873,0.00095,4
874,0.00035,5
875,0.0,6
876,0.0,7
877,0.0,8
878,0.0,9
879,0.0,10
880,0.6674,0
881,0.2568,1
882,0.0627,2
883,0.0109,3
884,0.00185,4
885,0.0003,5
886,5e-05,6
887,0.0,7
888,0.0,8
889,0.0,9
890,0.0,10
891,0.7428,0
892,0.2113,1
893,0.04015,2
894,0.0049,3
895,0.0007,4
896,0.00015,5
897,0.0,6
898,0.0,7
899,0.0,8
900,0.0,9
901,0.0,10
902,0.69035,0
903,0.2465,1
904,0.0523,2
905,0.0093,3
906,0.0013,4
907,0.0002,5
908,5e-05,6
909,0.0,7
910,0.0,8
911,0.0,9
912,0.0,10
913,0.6889,0
914,0.2482,1
915,0.05285,2
916,0.00875,3
917,0.0011,4
918,0.0002,5
919,0.0,6
920,0.0,7
921,0.0,8
922,0.0,9
923,0.0,10
924,0.7298,0
925,0.22045,1
926,0.0423,2
927,0.00635,3
928,0.0011,4
929,0.0,5
930,0.0,6
931,0.0,7
932,0.0,8
933,0.0,9
934,0.0,10
935,0.6909,0
936,0.24305,1
937,0.05405,2
938,0.0101,3
939,0.00175,4
940,0.00015,5
941,0.0,6
942,0.0,7
943,0.0,8
944,0.0,9
945,0.0,10
946,0.66505,0
947,0.26085,1
948,0.06015,2
949,0.0115,3
950,0.00215,4
951,0.0003,5
952,0.0,6
953,0.0,7
954,0.0,8
955,0.0,9
956,0.0,10
957,0.6426,0
958,0.2725,1
959,0.06785,2
960,0.0143,3
961,0.00215,4
962,0.00055,5
963,5e-05,6
964,0.0,7
965,0.0,8
966,0.0,9
967,0.0,10
968,0.74475,0
969,0.2127,1
970,0.0372,2
971,0.0048,3
972,0.00055,4
973,0.0,5
974,0.0,6
975,0.0,7
976,0.0,8
977,0.0,9
978,0.0,10
979,0.6493,0
980,0.267,1
981,0.06715,2
982,0.01315,3
983,0.0027,4
984,0.0005,5
985,0.0001,6
986,0.0001,7
987,0.0,8
988,0.0,9
989,0.0,10
990,0.6353,0
991,0.2774,1
992,0.0692,2
993,0.01435,3
994,0.003,4
995,0.00075,5
996,0.0,6
997,0.0,7
998,0.0,8
999,0.0,9
1000,0.0,10
1001,0.6935,0
1002,0.24615,1
1003,0.04935,2
1004,0.0091,3
1005,0.00175,4
1006,0.00015,5
1007,0.0,6
1008,0.0,7
1009,0.0,8
1010,0.0,9
1011,0.0,10
1012,0.68385,0
1013,0.2497,1
1014,0.05515,2
1015,0.0097,3
1016,0.00145,4
1017,0.0001,5
1018,5e-05,6
1019,0.0,7
1020,0.0,8
1021,0.0,9
1022,0.0,10
1023,0.6602,0
1024,0.2635,1
1025,0.0634,2
1026,0.0111,3
1027,0.0016,4
1028,0.0002,5
1029,0.0,6
1030,0.0,7
1031,0.0,8
1032,0.0,9
1033,0.0,10
1034,0.68565,0
1035,0.24835,1
1036,0.0552,2
1037,0.00965,3
1038,0.0011,4
1039,5e-05,5
1040,0.0,6
1041,0.0,7
1042,0.0,8
1043,0.0,9
1044,0.0,10
1045,0.67615,0
1046,0.25515,1
1047,0.05715,2
1048,0.0098,3
1049,0.00155,4
1050,0.00015,5
1051,5e-05,6
1052,0.0,7
1053,0.0,8
1054,0.0,9
1055,0.0,10
1056,0.68095,0
1057,0.2506,1
1058,0.0559,2
1059,0.0105,3
1060,0.0018,4
1061,0.0002,5
1062,5e-05,6
1063,0.0,7
1064,0.0,8
1065,0.0,9
1066,0.0,10
1067,0.76695,0
1068,0.19555,1
1069,0.0324,2
1070,0.00475,3
1071,0.00035,4
1072,0.0,5
1073,0.0,6
1074,0.0,7
1075,0.0,8
1076,0.0,9
1077,0.0,10
1078,0.6574,0
1079,0.2641,1
1080,0.0638,2
1081,0.01195,3
1082,0.00225,4
1083,0.00045,5
1084,5e-05,6
1085,0.0,7
1086,0.0,8
1087,0.0,9
1088,0.0,10
1089,0.6539,0
1090,0.2656,1
1091,0.06445,2
1092,0.0133,3
1093,0.00225,4
1094,0.00045,5
1095,5e-05,6
1096,0.0,7
1097,0.0,8
1098,0.0,9
1099,0.0,10
1100,0.6648,0
1101,0.25835,1
1102,0.06325,2
1103,0.0115,3
1104,0.00185,4
1105,0.0002,5
1106,5e-05,6
1107,0.0,7
1108,0.0,8
1109,0.0,9
1110,0.0,10
1111,0.6411,0
1112,0.27045,1
1113,0.0705,2
1114,0.0149,3
1115,0.0025,4
1116,0.0005,5
1117,5e-05,6
1118,0.0,7
1119,0.0,8
1120,0.0,9
1121,0.0,10
1122,0.63775,0
1123,0.27205,1
1124,0.07235,2
1125,0.01495,3
1126,0.0025,4
1127,0.0004,5
1128,0.0,6
1129,0.0,7
1130,0.0,8
1131,0.0,9
1132,0.0,10
1133,0.6605,0
1134,0.26735,1
1135,0.05885,2
1136,0.011,3
1137,0.0019,4
1138,0.00035,5
1139,5e-05,6
1140,0.0,7
1141,0.0,8
1142,0.0,9
1143,0.0,10
1144,0.6512,0
1145,0.2654,1
1146,0.06635,2
1147,0.01455,3
1148,0.00215,4
1149,0.00035,5
1150,0.0,6
1151,0.0,7
1152,0.0,8
1153,0.0,9
1154,0.0,10
1155,0.6647,0
1156,0.26165,1
1157,0.0604,2
1158,0.0109,3
1159,0.00205,4
1160,0.00025,5
1161,5e-05,6
1162,0.0,7
1163,0.0,8
1164,0.0,9
1165,0.0,10
1166,0.66835,0
1167,0.2606,1
1168,0.05865,2
1169,0.0105,3
1170,0.00165,4
1171,0.0002,5
1172,5e-05,6
1173,0.0,7
1174,0.0,8
1175,0.0,9
1176,0.0,10
1177,0.6594,0
1178,0.2619,1
1179,0.0643,2
1180,0.01235,3
1181,0.0016,4
1182,0.00035,5
1183,5e-05,6
1184,5e-05,7
1185,0.0,8
1186,0.0,9
1187,0.0,10
1188,0.6611,0
1189,0.2599,1
1190,0.06475,2
1191,0.0118,3
1192,0.0022,4
1193,0.00025,5
1194,0.0,6
1195,0.0,7
1196,0.0,8
1197,0.0,9
1198,0.0,10
1199,0.66015,0
1200,0.2616,1
1201,0.06335,2
1202,0.01255,3
1203,0.0019,4
1204,0.00035,5
1205,0.0001,6
1206,0.0,7
1207,0.0,8
1208,0.0,9
1209,0.0,10
1210,0.6741,0
1211,0.25455,1
1212,0.05725,2
1213,0.01145,3
1214,0.00215,4
1215,0.00025,5
1216,0.00015,6
1217,0.0001,7
1218,0.0,8
1219,0.0,9
1220,0.0,10
1221,0.6571,0
1222,0.26475,1
1223,0.06375,2
1224,0.0116,3
1225,0.0025,4
1226,0.0003,5
1227,0.0,6
1228,0.0,7
1229,0.0,8
1230,0.0,9
1231,0.0,10
1232,0.6225,0
1233,0.2821,1
1234,0.07595,2
1235,0.01565,3
1236,0.00315,4
1237,0.0006,5
1238,5e-05,6
1239,0.0,7
1240,0.0,8
1241,0.0,9
1242,0.0,10
1243,0.3867,0
1244,0.3342,1
1245,0.1751,2
1246,0.0704,3
1247,0.0237,4
1248,0.0073,5
1249,0.00175,6
1250,0.0004,7
1251,0.0004,8
1252,5e-05,9
1253,0.0,10
1254,0.37925,0
1255,0.32955,1
1256,0.18125,2
1257,0.0757,3
1258,0.024,4
1259,0.0075,5
1260,0.00205,6
1261,0.0005,7
1262,0.00015,8
1263,5e-05,9
1264,0.0,10
1265,0.4166,0
1266,0.33865,1
1267,0.1629,2
1268,0.058,3
1269,0.0173,4
1270,0.00455,5
1271,0.00125,6
1272,0.00035,7
1273,0.00035,8
1274,5e-05,9
1275,0.0,10
1276,0.4512,0
1277,0.33325,1
1278,0.1464,2
1279,0.04975,3
1280,0.0147,4
1281,0.004,5
1282,0.00055,6
1283,0.0001,7
1284,5e-05,8
1285,0.0,9
1286,0.0,10
1287,0.3968,0
1288,0.3343,1
1289,0.17485,2
1290,0.06495,3
1291,0.0212,4
1292,0.0058,5
1293,0.0016,6
1294,0.0004,7
1295,0.0001,8
1296,0.0,9
1297,0.0,10
1298,0.39795,0
1299,0.34085,1
1300,0.1685,2
1301,0.06505,3
1302,0.01925,4
1303,0.0061,5
1304,0.00185,6
1305,0.00045,7
1306,0.0,8
1307,0.0,9
1308,0.0,10
1309,0.37725,0
1310,0.335,1
1311,0.18065,2
1312,0.0716,3
1313,0.0254,4
1314,0.0079,5
1315,0.0016,6
1316,0.0005,7
1317,0.0001,8
1318,0.0,9
1319,0.0,10
1320,0.3898,0
1321,0.337,1
1322,0.17285,2
1323,0.0668,3
1324,0.0239,4
1325,0.0071,5
1326,0.002,6
1327,0.00045,7
1328,5e-05,8
1329,0.0,9
1330,5e-05,10
1331,0.42265,0
1332,0.33715,1
1333,0.1561,2
1334,0.05935,3
1335,0.01795,4
1336,0.00505,5
1337,0.00105,6
1338,0.0006,7
1339,0.0001,8
1340,0.0,9
1341,0.0,10
1342,0.36885,0
1343,0.33765,1
1344,0.18175,2
1345,0.07455,3
1346,0.02645,4
1347,0.00745,5
1348,0.0025,6
1349,0.0005,7
1350,0.0003,8
1351,0.0,9
1352,0.0,10
1353,0.304,0
1354,0.32585,1
1355,0.20385,2
1356,0.1014,3
1357,0.04265,4
1358,0.01475,5
1359,0.0051,6
1360,0.0017,7
1361,0.0004,8
1362,0.00025,9
1363,5e-05,10
1364,0.27055,0
1365,0.3207,1
1366,0.2187,2
1367,0.11165,3
1368,0.04805,4
1369,0.02065,5
1370,0.00655,6
1371,0.0024,7
1372,0.0005,8
1373,0.00025,9
1374,0.0,10
1375,0.30825,0
1376,0.3268,1
1377,0.20215,2
1378,0.10035,3
1379,0.04055,4
1380,0.01545,5
1381,0.00445,6
1382,0.0014,7
1383,0.00045,8
1384,0.0001,9
1385,5e-05,10
1386,0.70795,0
1387,0.2362,1
1388,0.0467,2
1389,0.00805,3
1390,0.0009,4
1391,0.00015,5
1392,5e-05,6
1393,0.0,7
1394,0.0,8
1395,0.0,9
1396,0.0,10
1397,0.7531,0
1398,0.2069,1
1399,0.03495,2
1400,0.0047,3
1401,0.00035,4
1402,0.0,5
1403,0.0,6
1404,0.0,7
1405,0.0,8
1406,0.0,9
1407,0.0,10
1408,0.6906,0
1409,0.2474,1
1410,0.0516,2
1411,0.0091,3
1412,0.0012,4
1413,5e-05,5
1414,5e-05,6
1415,0.0,7
1416,0.0,8
1417,0.0,9
1418,0.0,10
1419,0.737,0
1420,0.21725,1
1421,0.0383,2
1422,0.00675,3
1423,0.00055,4
1424,0.00015,5
1425,0.0,6
1426,0.0,7
1427,0.0,8
1428,0.0,9
1429,0.0,10
1430,0.75925,0
1431,0.20285,1
1432,0.03255,2
1433,0.0047,3
1434,0.0006,4
1435,5e-05,5
1436,0.0,6
1437,0.0,7
1438,0.0,8
1439,0.0,9
1440,0.0,10
1441,0.2755637781889094,0
1442,0.3155157757887894,1
1443,0.216110805540277,2
1444,0.11085554277713885,3
1445,0.049852492624631234,4
1446,0.020051002550127508,5
1447,0.0075503775188759436,6
1448,0.003000150007500375,7
1449,0.0009500475023751188,8
1450,0.0005000250012500625,9
1451,5.000250012500625e-05,10
1452,0.3381,0
1453,0.3346,1
1454,0.19415,2
1455,0.0852,3
1456,0.0327,4
1457,0.01055,5
1458,0.00325,6
1459,0.0012,7
1460,0.00015,8
1461,0.0001,9
1462,0.0,10
1463,0.3398,0
1464,0.3315,1
1465,0.19425,2
1466,0.0895,3
1467,0.0304,4
1468,0.01045,5
1469,0.0027,6
1470,0.00115,7
1471,0.0002,8
1472,0.0,9
1473,5e-05,10
1474,0.33385,0
1475,0.33785,1
1476,0.19175,2
1477,0.0859,3
1478,0.03345,4
1479,0.01235,5
1480,0.0037,6
1481,0.0009,7
1482,0.0002,8
1483,5e-05,9
1484,0.0,10
1485,0.32695,0
1486,0.3377,1
1487,0.2,2
1488,0.0871,3
1489,0.0323,4
1490,0.0122,5
1491,0.00295,6
1492,0.00045,7
1493,0.0002,8
1494,0.00015,9
1495,0.0,10
1496,0.28581429071453573,0
1497,0.32041602080104004,1
1498,0.21381069053452673,2
1499,0.10595529776488824,3
1500,0.04700235011750588,4
1501,0.01750087504375219,5
1502,0.006550327516375819,6
1503,0.001800090004500225,7
1504,0.0008000400020001,8
1505,0.0003000150007500375,9
1506,5.000250012500625e-05,10
1507,0.2607130356517826,0
1508,0.3085654282714136,1
