,Freq,Count
36003,0.85445,0
36004,0.13075,1
36005,0.01375,2
36006,0.00105,3
36007,0.0,4
36008,0.0,5
36009,0.0,6
36010,0.0,7
36011,0.0,8
36012,0.0,9
36013,0.0,10
36014,0.56475,0
36015,0.30815,1
36016,0.09575,2
36017,0.02475,3
36018,0.0053,4
36019,0.00095,5
36020,0.00035,6
36021,0.0,7
36022,0.0,8
36023,0.0,9
36024,0.0,10
36025,0.55665,0
36026,0.31335,1
36027,0.0982,2
36028,0.0254,3
36029,0.0048,4
36030,0.00125,5
36031,0.0002,6
36032,0.0001,7
36033,5e-05,8
36034,0.0,9
36035,0.0,10
36036,0.33285,0
36037,0.3351,1
36038,0.19285,2
36039,0.0898,3
36040,0.0318,4
36041,0.01245,5
36042,0.00415,6
36043,0.00065,7
36044,0.00025,8
36045,0.0001,9
36046,0.0,10
36047,0.58825,0
36048,0.30145,1
36049,0.0861,2
36050,0.01995,3
36051,0.00365,4
36052,0.0005,5
36053,5e-05,6
36054,0.0,7
36055,5e-05,8
36056,0.0,9
36057,0.0,10
36058,0.582,0
36059,0.30045,1
36060,0.09105,2
36061,0.0214,3
36062,0.0042,4
36063,0.0007,5
36064,0.00015,6
36065,5e-05,7
36066,0.0,8
36067,0.0,9
36068,0.0,10
36069,0.5791,0
36070,0.30145,1
36071,0.0925,2
36072,0.02155,3
36073,0.00415,4
36074,0.00105,5
36075,0.0002,6
36076,0.0,7
36077,0.0,8
36078,0.0,9
36079,0.0,10
36080,0.5662,0
36081,0.3074,1
36082,0.0953,2
36083,0.025,3
36084,0.0044,4
36085,0.0015,5
36086,0.00015,6
36087,5e-05,7
36088,0.0,8
36089,0.0,9
36090,0.0,10
36091,0.58335,0
36092,0.29855,1
36093,0.09185,2
36094,0.02125,3
36095,0.00395,4
36096,0.00085,5
36097,0.0002,6
36098,0.0,7
36099,0.0,8
36100,0.0,9
36101,0.0,10
36102,0.5505,0
36103,0.31455,1
36104,0.10285,2
36105,0.02495,3
36106,0.00605,4
36107,0.001,5
36108,0.0001,6
36109,0.0,7
36110,0.0,8
36111,0.0,9
36112,0.0,10
36113,0.55645,0
36114,0.31215,1
36115,0.09885,2
36116,0.02615,3
36117,0.005,4
36118,0.0012,5
36119,0.0002,6
36120,0.0,7
36121,0.0,8
36122,0.0,9
36123,0.0,10
36124,0.56915,0
36125,0.30015,1
36126,0.09865,2
36127,0.0252,3
36128,0.0058,4
36129,0.00085,5
36130,0.0002,6
36131,0.0,7
36132,0.0,8
36133,0.0,9
36134,0.0,10
36135,0.56825,0
36136,0.30595,1
36137,0.0969,2
36138,0.0223,3
36139,0.0056,4
36140,0.0008,5
36141,0.0002,6
36142,0.0,7
36143,0.0,8
36144,0.0,9
36145,0.0,10
36146,0.5522,0
36147,0.3138,1
36148,0.10035,2
36149,0.02575,3
36150,0.00665,4
36151,0.0009,5
36152,0.0002,6
36153,0.00015,7
36154,0.0,8
36155,0.0,9
36156,0.0,10
36157,0.55965,0
36158,0.3097,1
36159,0.09615,2
36160,0.02655,3
36161,0.0062,4
36162,0.00155,5
36163,0.0001,6
36164,0.0001,7
36165,0.0,8
36166,0.0,9
36167,0.0,10
36168,0.5932,0
36169,0.2942,1
36170,0.0867,2
36171,0.02075,3
36172,0.0041,4
36173,0.00095,5
36174,0.0,6
36175,5e-05,7
36176,5e-05,8
36177,0.0,9
36178,0.0,10
36179,0.58785,0
36180,0.29315,1
36181,0.09175,2
36182,0.02305,3
36183,0.00345,4
36184,0.0007,5
36185,0.0,6
36186,5e-05,7
36187,0.0,8
36188,0.0,9
36189,0.0,10
36190,0.54385,0
36191,0.3105,1
36192,0.10815,2
36193,0.0286,3
36194,0.0066,4
36195,0.00175,5
36196,0.0004,6
36197,0.0001,7
36198,0.0,8
36199,5e-05,9
36200,0.0,10
36201,0.6049,0
36202,0.28765,1
36203,0.08495,2
36204,0.01795,3
36205,0.00395,4
36206,0.00055,5
36207,5e-05,6
36208,0.0,7
36209,0.0,8
36210,0.0,9
36211,0.0,10
36212,0.55235,0
36213,0.31,1
36214,0.1045,2
36215,0.0263,3
36216,0.0056,4
36217,0.0009,5
36218,0.0003,6
36219,5e-05,7
36220,0.0,8
36221,0.0,9
36222,0.0,10
36223,0.60005,0
36224,0.29195,1
36225,0.08425,2
36226,0.0192,3
36227,0.0035,4
36228,0.0009,5
36229,0.00015,6
36230,0.0,7
36231,0.0,8
36232,0.0,9
36233,0.0,10
36234,0.5923,0
36235,0.2988,1
36236,0.08545,2
36237,0.01825,3
36238,0.0041,4
36239,0.0009,5
36240,0.00015,6
36241,5e-05,7
36242,0.0,8
36243,0.0,9
36244,0.0,10
36245,0.5777,0
36246,0.3001,1
36247,0.0935,2
36248,0.0224,3
36249,0.0052,4
36250,0.00095,5
36251,0.0001,6
36252,5e-05,7
36253,0.0,8
36254,0.0,9
36255,0.0,10
36256,0.31945,0
36257,0.32655,1
36258,0.2028,2
36259,0.0963,3
36260,0.03545,4
36261,0.01415,5
36262,0.0037,6
36263,0.00105,7
36264,0.0005,8
36265,5e-05,9
36266,0.0,10
36267,0.35515,0
36268,0.3426,1
36269,0.18095,2
36270,0.07765,3
36271,0.03045,4
36272,0.00925,5
36273,0.00285,6
36274,0.0008,7
36275,0.0002,8
36276,0.0001,9
36277,0.0,10
36278,0.30945,0
36279,0.3284,1
36280,0.2024,2
36281,0.09825,3
36282,0.03925,4
36283,0.0143,5
36284,0.00575,6
36285,0.00145,7
36286,0.00065,8
36287,5e-05,9
36288,5e-05,10
36289,0.58575,0
36290,0.29825,1
36291,0.09005,2
36292,0.02125,3
36293,0.0038,4
36294,0.0007,5
36295,0.0001,6
36296,0.0001,7
36297,0.0,8
36298,0.0,9
36299,0.0,10
36300,0.5931,0
36301,0.29355,1
36302,0.0888,2
36303,0.0199,3
36304,0.0035,4
36305,0.0011,5
36306,5e-05,6
36307,0.0,7
36308,0.0,8
36309,0.0,9
36310,0.0,10
36311,0.58445,0
36312,0.2944,1
36313,0.0922,2
36314,0.0237,3
36315,0.00445,4
36316,0.00075,5
36317,0.0,6
36318,5e-05,7
36319,0.0,8
36320,0.0,9
36321,0.0,10
36322,0.34125,0
36323,0.3369,1
36324,0.1914,2
36325,0.08605,3
36326,0.0295,4
36327,0.01,5
36328,0.00335,6
36329,0.0012,7
36330,0.0003,8
36331,5e-05,9
36332,0.0,10
36333,0.339,0
36334,0.3404,1
36335,0.191,2
36336,0.08635,3
36337,0.02925,4
36338,0.0093,5
36339,0.00315,6
36340,0.00115,7
36341,0.00035,8
36342,5e-05,9
36343,0.0,10
36344,0.33795,0
36345,0.33465,1
36346,0.19455,2
36347,0.08525,3
36348,0.03285,4
36349,0.01065,5
36350,0.00265,6
36351,0.00105,7
36352,0.0003,8
36353,0.0001,9
36354,0.0,10
36355,0.32785,0
36356,0.33465,1
36357,0.1998,2
36358,0.0903,3
36359,0.03195,4
36360,0.01085,5
36361,0.0031,6
36362,0.0011,7
36363,0.00025,8
36364,0.00015,9
36365,0.0,10
36366,0.3333,0
36367,0.3306,1
36368,0.203,2
36369,0.0843,3
36370,0.03205,4
36371,0.01145,5
36372,0.0037,6
36373,0.0011,7
36374,0.00035,8
36375,0.00015,9
36376,0.0,10
36377,0.54675,0
36378,0.30815,1
36379,0.10755,2
36380,0.0298,3
36381,0.006,4
36382,0.0015,5
36383,0.00025,6
36384,0.0,7
36385,0.0,8
36386,0.0,9
36387,0.0,10
36388,0.58515,0
36389,0.29985,1
36390,0.0874,2
36391,0.0214,3
36392,0.00485,4
36393,0.00105,5
36394,0.0002,6
36395,5e-05,7
36396,5e-05,8
36397,0.0,9
36398,0.0,10
36399,0.631,0
36400,0.27705,1
36401,0.07395,2
36402,0.01525,3
36403,0.00215,4
36404,0.0006,5
36405,0.0,6
36406,0.0,7
36407,0.0,8
36408,0.0,9
36409,0.0,10
36410,0.59615,0
36411,0.2907,1
36412,0.0879,2
36413,0.02065,3
36414,0.0039,4
36415,0.00055,5
36416,0.00015,6
36417,0.0,7
36418,0.0,8
36419,0.0,9
36420,0.0,10
36421,0.57675,0
36422,0.30075,1
36423,0.0933,2
36424,0.0229,3
36425,0.0052,4
36426,0.0009,5
36427,0.0002,6
36428,0.0,7
36429,0.0,8
36430,0.0,9
36431,0.0,10
36432,0.60715,0
36433,0.2922,1
36434,0.0778,2
36435,0.01825,3
36436,0.0036,4
36437,0.0008,5
36438,0.0001,6
36439,5e-05,7
36440,5e-05,8
36441,0.0,9
36442,0.0,10
36443,0.67555,0
36444,0.25445,1
36445,0.0568,2
36446,0.01145,3
36447,0.00145,4
36448,0.00025,5
36449,5e-05,6
36450,0.0,7
36451,0.0,8
36452,0.0,9
36453,0.0,10
36454,0.583,0
36455,0.29965,1
36456,0.08945,2
36457,0.02255,3
36458,0.00465,4
36459,0.00055,5
36460,0.00015,6
36461,0.0,7
36462,0.0,8
36463,0.0,9
36464,0.0,10
36465,0.5765,0
36466,0.29955,1
36467,0.0958,2
36468,0.02235,3
36469,0.0047,4
36470,0.0007,5
36471,0.0003,6
36472,5e-05,7
36473,5e-05,8
36474,0.0,9
36475,0.0,10
36476,0.5793,0
36477,0.29625,1
36478,0.09445,2
36479,0.023,3
36480,0.0055,4
36481,0.0012,5
36482,0.00025,6
36483,5e-05,7
36484,0.0,8
36485,0.0,9
36486,0.0,10
36487,0.3374,0
36488,0.32915,1
36489,0.19645,2
36490,0.08835,3
36491,0.0316,4
36492,0.01145,5
36493,0.0042,6
36494,0.00095,7
36495,0.00035,8
36496,0.0001,9
36497,0.0,10
36498,0.29705,0
36499,0.32635,1
36500,0.2077,2
36501,0.10275,3
36502,0.0422,4
36503,0.0157,5
36504,0.00535,6
36505,0.0021,7
36506,0.00035,8
36507,0.00035,9
36508,0.0001,10
36509,0.7363,0
36510,0.17385,1
36511,0.0627,2
36512,0.0187,3
36513,0.00595,4
36514,0.00165,5
36515,0.00075,6
36516,0.0001,7
36517,0.0,8
36518,0.0,9
36519,0.0,10
36520,0.72695,0
36521,0.1756,1
36522,0.0667,2
36523,0.02085,3
36524,0.0071,4
36525,0.0018,5
36526,0.00075,6
36527,0.00015,7
36528,0.0001,8
36529,0.0,9
36530,0.0,10
36531,0.732,0
36532,0.17875,1
36533,0.06215,2
36534,0.01935,3
36535,0.00525,4
36536,0.0018,5
36537,0.0006,6
36538,5e-05,7
36539,5e-05,8
36540,0.0,9
36541,0.0,10
36542,0.74135,0
36543,0.17365,1
36544,0.06125,2
36545,0.017,3
36546,0.0047,4
36547,0.0015,5
36548,0.00055,6
36549,0.0,7
36550,0.0,8
36551,0.0,9
36552,0.0,10
36553,0.79815,0
36554,0.14995,1
36555,0.03985,2
36556,0.00915,3
36557,0.00235,4
36558,0.0004,5
36559,0.00015,6
36560,0.0,7
36561,0.0,8
36562,0.0,9
36563,0.0,10
36564,0.75185,0
36565,0.17075,1
36566,0.0556,2
36567,0.01485,3
36568,0.0051,4
36569,0.0013,5
36570,0.0004,6
36571,0.00015,7
36572,0.0,8
36573,0.0,9
36574,0.0,10
36575,0.7486,0
36576,0.17265,1
36577,0.0547,2
36578,0.01835,3
36579,0.00445,4
36580,0.0011,5
36581,0.0001,6
36582,5e-05,7
36583,0.0,8
36584,0.0,9
36585,0.0,10
36586,0.7491,0
36587,0.1761,1
36588,0.05445,2
36589,0.01525,3
36590,0.0035,4
36591,0.0013,5
36592,0.0002,6
36593,5e-05,7
36594,0.0,8
36595,0.0,9
36596,5e-05,10
36597,0.7471,0
36598,0.1717,1
36599,0.0579,2
36600,0.01685,3
36601,0.0044,4
36602,0.0014,5
36603,0.0005,6
36604,0.00015,7
36605,0.0,8
36606,0.0,9
36607,0.0,10
36608,0.8022,0
36609,0.1478,1
36610,0.0392,2
36611,0.009,3
36612,0.00145,4
36613,0.0001,5
36614,0.00025,6
36615,0.0,7
36616,0.0,8
36617,0.0,9
36618,0.0,10
36619,0.78535,0
36620,0.1567,1
36621,0.0436,2
36622,0.01085,3
36623,0.0029,4
36624,0.00035,5
36625,0.0002,6
36626,0.0,7
36627,5e-05,8
36628,0.0,9
36629,0.0,10
36630,0.75305,0
36631,0.1669,1
36632,0.0593,2
36633,0.01475,3
36634,0.00425,4
36635,0.0011,5
36636,0.00045,6
36637,0.00015,7
36638,0.0,8
36639,5e-05,9
36640,0.0,10
36641,0.72685,0
36642,0.17625,1
36643,0.06655,2
36644,0.02105,3
36645,0.0065,4
36646,0.0022,5
36647,0.0004,6
36648,0.00015,7
36649,0.0,8
36650,5e-05,9
36651,0.0,10
36652,0.77105,0
36653,0.16085,1
36654,0.0518,2
36655,0.0122,3
36656,0.0031,4
36657,0.0008,5
36658,0.0002,6
36659,0.0,7
36660,0.0,8
36661,0.0,9
36662,0.0,10
36663,0.761,0
36664,0.16875,1
36665,0.0509,2
36666,0.0141,3
36667,0.0041,4
36668,0.0008,5
36669,0.0003,6
36670,5e-05,7
36671,0.0,8
36672,0.0,9
36673,0.0,10
36674,0.80555,0
36675,0.14835,1
36676,0.03605,2
36677,0.0087,3
36678,0.00115,4
36679,0.0001,5
36680,5e-05,6
36681,5e-05,7
36682,0.0,8
36683,0.0,9
36684,0.0,10
36685,0.74275,0
36686,0.17515,1
36687,0.05695,2
36688,0.01835,3
36689,0.0047,4
36690,0.0015,5
36691,0.0004,6
36692,0.00015,7
36693,0.0,8
36694,5e-05,9
36695,0.0,10
36696,0.77325,0
36697,0.161,1
36698,0.04885,2
36699,0.0124,3
36700,0.0034,4
36701,0.00095,5
36702,0.0001,6
36703,5e-05,7
36704,0.0,8
36705,0.0,9
36706,0.0,10
36707,0.80105,0
36708,0.14825,1
36709,0.03985,2
36710,0.0081,3
36711,0.0022,4
36712,0.00035,5
36713,0.0002,6
36714,0.0,7
36715,0.0,8
36716,0.0,9
36717,0.0,10
36718,0.79525,0
36719,0.1553,1
36720,0.03815,2
36721,0.00875,3
36722,0.00195,4
36723,0.0004,5
36724,0.0001,6
36725,5e-05,7
36726,5e-05,8
36727,0.0,9
36728,0.0,10
36729,0.7943,0
36730,0.1525,1
36731,0.04055,2
36732,0.0097,3
36733,0.002,4
36734,0.0007,5
36735,0.0002,6
36736,5e-05,7
36737,0.0,8
36738,0.0,9
36739,0.0,10
36740,0.8252,0
36741,0.13705,1
36742,0.0303,2
36743,0.00615,3
36744,0.00125,4
36745,5e-05,5
36746,0.0,6
36747,0.0,7
36748,0.0,8
36749,0.0,9
36750,0.0,10
36751,0.7826,0
36752,0.15995,1
36753,0.0429,2
36754,0.0115,3
36755,0.0022,4
36756,0.00075,5
36757,0.0001,6
36758,0.0,7
36759,0.0,8
36760,0.0,9
36761,0.0,10
36762,0.7676,0
36763,0.16805,1
36764,0.04805,2
36765,0.01225,3
36766,0.00325,4
36767,0.00045,5
36768,0.00035,6
36769,0.0,7
36770,0.0,8
36771,0.0,9
36772,0.0,10
36773,0.7864,0
36774,0.1551,1
36775,0.04255,2
36776,0.0133,3
36777,0.00205,4
36778,0.0005,5
36779,5e-05,6
36780,5e-05,7
36781,0.0,8
36782,0.0,9
36783,0.0,10
36784,0.77905,0
36785,0.1575,1
36786,0.0481,2
36787,0.0118,3
36788,0.0028,4
36789,0.0006,5
36790,0.0001,6
36791,0.0,7
36792,5e-05,8
36793,0.0,9
36794,0.0,10
36795,0.79125,0
36796,0.15615,1
36797,0.039,2
36798,0.01075,3
36799,0.0022,4
36800,0.00055,5
36801,0.0001,6
36802,0.0,7
36803,0.0,8
36804,0.0,9
36805,0.0,10
36806,0.75415,0
36807,0.17105,1
36808,0.0537,2
36809,0.01595,3
36810,0.004,4
36811,0.001,5
36812,0.0001,6
36813,5e-05,7
36814,0.0,8
36815,0.0,9
36816,0.0,10
36817,0.79535,0
36818,0.1558,1
36819,0.0372,2
36820,0.00855,3
36821,0.0024,4
36822,0.0005,5
36823,0.00015,6
36824,0.0,7
36825,0.0,8
36826,5e-05,9
36827,0.0,10
36828,0.74855,0
36829,0.1708,1
36830,0.0572,2
36831,0.01635,3
36832,0.0054,4
36833,0.00135,5
36834,0.0002,6
36835,0.00015,7
36836,0.0,8
36837,0.0,9
36838,0.0,10
36839,0.73525,0
36840,0.1771,1
36841,0.0605,2
36842,0.01915,3
36843,0.0056,4
36844,0.0016,5
36845,0.00065,6
36846,0.0001,7
36847,5e-05,8
36848,0.0,9
36849,0.0,10
36850,0.7649,0
36851,0.1654,1
36852,0.05215,2
36853,0.0131,3
36854,0.00345,4
36855,0.0008,5
36856,0.0001,6
36857,5e-05,7
36858,0.0,8
36859,5e-05,9
36860,0.0,10
36861,0.7299,0
36862,0.177,1
36863,0.06545,2
36864,0.01835,3
36865,0.00625,4
36866,0.0021,5
36867,0.0006,6
36868,0.0003,7
36869,0.0,8
36870,5e-05,9
36871,0.0,10
36872,0.7761,0
36873,0.16245,1
36874,0.04625,2
36875,0.01215,3
36876,0.00245,4
36877,0.00045,5
36878,5e-05,6
36879,0.0001,7
36880,0.0,8
36881,0.0,9
36882,0.0,10
36883,0.79935,0
36884,0.15305,1
36885,0.03755,2
36886,0.0076,3
36887,0.00205,4
36888,0.0003,5
36889,0.0001,6
36890,0.0,7
36891,0.0,8
36892,0.0,9
36893,0.0,10
36894,0.77815,0
36895,0.16145,1
36896,0.04615,2
36897,0.01075,3
36898,0.0027,4
36899,0.0005,5
36900,0.00025,6
36901,5e-05,7
36902,0.0,8
36903,0.0,9
36904,0.0,10
36905,0.7972,0
36906,0.1526,1
36907,0.03845,2
36908,0.00905,3
36909,0.00205,4
36910,0.0006,5
36911,5e-05,6
36912,0.0,7
36913,0.0,8
36914,0.0,9
36915,0.0,10
36916,0.78635,0
36917,0.1585,1
36918,0.04225,2
36919,0.0097,3
36920,0.00225,4
36921,0.00065,5
36922,0.00025,6
36923,0.0,7
36924,5e-05,8
36925,0.0,9
36926,0.0,10
36927,0.78425,0
36928,0.1593,1
36929,0.04415,2
36930,0.0093,3
36931,0.0022,4
36932,0.0006,5
36933,0.0002,6
36934,0.0,7
36935,0.0,8
36936,0.0,9
36937,0.0,10
36938,0.7674,0
36939,0.16165,1
36940,0.05325,2
36941,0.01395,3
36942,0.00265,4
36943,0.00085,5
36944,0.0001,6
36945,0.0001,7
36946,0.0,8
36947,5e-05,9
36948,0.0,10
36949,0.80965,0
36950,0.14735,1
36951,0.03435,2
36952,0.0063,3
36953,0.0021,4
36954,0.0002,5
36955,5e-05,6
36956,0.0,7
36957,0.0,8
36958,0.0,9
36959,0.0,10
36960,0.79905,0
36961,0.14955,1
36962,0.0394,2
36963,0.0091,3
36964,0.00225,4
36965,0.0006,5
36966,5e-05,6
36967,0.0,7
36968,0.0,8
36969,0.0,9
36970,0.0,10
36971,0.7645,0
36972,0.1683,1
36973,0.05045,2
36974,0.01305,3
36975,0.00285,4
36976,0.00055,5
36977,0.0003,6
36978,0.0,7
36979,0.0,8
36980,0.0,9
36981,0.0,10
36982,0.75525,0
36983,0.1714,1
36984,0.0535,2
36985,0.0143,3
36986,0.0039,4
36987,0.0011,5
36988,0.0004,6
36989,0.0001,7
36990,0.0,8
36991,0.0,9
36992,5e-05,10
36993,0.39305,0
36994,0.34075,1
36995,0.1704,2
36996,0.06675,3
36997,0.02155,4
36998,0.0061,5
36999,0.0011,6
37000,0.0001,7
37001,0.0001,8
37002,0.0001,9
37003,0.0,10
37004,0.41835,0
37005,0.34015,1
37006,0.16005,2
37007,0.05635,3
37008,0.0193,4
37009,0.00485,5
37010,0.00075,6
37011,0.0001,7
37012,0.0001,8
37013,0.0,9
37014,0.0,10
37015,0.47785,0
37016,0.33255,1
37017,0.13425,2
37018,0.0412,3
37019,0.0111,4
37020,0.00225,5
37021,0.00065,6
37022,0.00015,7
37023,0.0,8
37024,0.0,9
37025,0.0,10
37026,0.40815,0
37027,0.3378,1
37028,0.16665,2
37029,0.0602,3
37030,0.0199,4
37031,0.00555,5
37032,0.00135,6
37033,0.00025,7
37034,0.0001,8
37035,5e-05,9
37036,0.0,10
37037,0.4074,0
37038,0.33635,1
37039,0.16955,2
37040,0.05985,3
37041,0.01985,4
37042,0.0054,5
37043,0.0013,6
37044,0.0003,7
37045,0.0,8
37046,0.0,9
37047,0.0,10
37048,0.4429,0
37049,0.34065,1
37050,0.1524,2
37051,0.047,3
37052,0.01315,4
37053,0.00325,5
37054,0.00055,6
37055,0.0001,7
37056,0.0,8
37057,0.0,9
37058,0.0,10
37059,0.44895,0
37060,0.33195,1
37061,0.1498,2
37062,0.0514,3
37063,0.01325,4
37064,0.004,5
37065,0.0006,6
37066,5e-05,7
37067,0.0,8
37068,0.0,9
37069,0.0,10
37070,0.77055,0
37071,0.1957,1
37072,0.02995,2
37073,0.0033,3
37074,0.0004,4
37075,0.0001,5
37076,0.0,6
37077,0.0,7
37078,0.0,8
37079,0.0,9
37080,0.0,10
37081,0.8097,0
37082,0.1678,1
37083,0.0207,2
37084,0.00155,3
37085,0.0002,4
37086,5e-05,5
37087,0.0,6
37088,0.0,7
37089,0.0,8
37090,0.0,9
37091,0.0,10
37092,0.79775,0
37093,0.17535,1
37094,0.024,2
37095,0.00265,3
37096,0.0002,4
37097,0.0,5
37098,5e-05,6
37099,0.0,7
37100,0.0,8
37101,0.0,9
37102,0.0,10
37103,0.794,0
37104,0.17865,1
37105,0.0247,2
37106,0.00255,3
37107,0.0001,4
37108,0.0,5
37109,0.0,6
37110,0.0,7
37111,0.0,8
37112,0.0,9
37113,0.0,10
37114,0.76435,0
37115,0.19935,1
37116,0.03175,2
37117,0.00415,3
37118,0.0003,4
37119,0.0001,5
37120,0.0,6
37121,0.0,7
37122,0.0,8
37123,0.0,9
37124,0.0,10
37125,0.79665,0
37126,0.1766,1
37127,0.02355,2
37128,0.0029,3
37129,0.0003,4
37130,0.0,5
37131,0.0,6
37132,0.0,7
37133,0.0,8
37134,0.0,9
37135,0.0,10
37136,0.76055,0
37137,0.2019,1
37138,0.0324,2
37139,0.0045,3
37140,0.0006,4
37141,0.0,5
37142,5e-05,6
37143,0.0,7
37144,0.0,8
37145,0.0,9
37146,0.0,10
37147,0.85825,0
37148,0.12835,1
37149,0.0124,2
37150,0.0009,3
37151,0.0001,4
37152,0.0,5
37153,0.0,6
37154,0.0,7
37155,0.0,8
37156,0.0,9
37157,0.0,10
37158,0.87335,0
37159,0.11605,1
37160,0.00985,2
37161,0.00075,3
37162,0.0,4
37163,0.0,5
37164,0.0,6
37165,0.0,7
37166,0.0,8
37167,0.0,9
37168,0.0,10
37169,0.8832,0
37170,0.1075,1
37171,0.00875,2
37172,0.00055,3
37173,0.0,4
37174,0.0,5
37175,0.0,6
37176,0.0,7
37177,0.0,8
37178,0.0,9
37179,0.0,10
37180,0.88155,0
37181,0.1079,1
37182,0.01005,2
37183,0.0004,3
37184,0.0001,4
37185,0.0,5
37186,0.0,6
37187,0.0,7
37188,0.0,8
37189,0.0,9
37190,0.0,10
37191,0.8837,0
37192,0.10745,1
37193,0.00825,2
37194,0.0005,3
37195,0.0001,4
37196,0.0,5
37197,0.0,6
37198,0.0,7
37199,0.0,8
37200,0.0,9
37201,0.0,10
37202,0.8857,0
37203,0.10605,1
37204,0.0079,2
37205,0.0003,3
37206,5e-05,4
37207,0.0,5
37208,0.0,6
37209,0.0,7
37210,0.0,8
37211,0.0,9
37212,0.0,10
37213,0.86625,0
37214,0.12285,1
37215,0.01,2
37216,0.00075,3
37217,0.00015,4
37218,0.0,5
37219,0.0,6
37220,0.0,7
37221,0.0,8
37222,0.0,9
37223,0.0,10
37224,0.87965,0
37225,0.11125,1
37226,0.0084,2
37227,0.0006,3
37228,0.0001,4
37229,0.0,5
37230,0.0,6
37231,0.0,7
37232,0.0,8
37233,0.0,9
37234,0.0,10
37235,0.86915,0
37236,0.11975,1
37237,0.0103,2
37238,0.00075,3
37239,5e-05,4
37240,0.0,5
37241,0.0,6
37242,0.0,7
37243,0.0,8
37244,0.0,9
37245,0.0,10
37246,0.85335,0
37247,0.1331,1
37248,0.0128,2
37249,0.00075,3
37250,0.0,4
37251,0.0,5
37252,0.0,6
37253,0.0,7
37254,0.0,8
37255,0.0,9
37256,0.0,10
37257,0.8508,0
37258,0.13455,1
37259,0.01325,2
37260,0.00135,3
37261,5e-05,4
37262,0.0,5
37263,0.0,6
37264,0.0,7
37265,0.0,8
37266,0.0,9
37267,0.0,10
37268,0.8544,0
37269,0.13125,1
37270,0.01315,2
37271,0.0012,3
37272,0.0,4
37273,0.0,5
37274,0.0,6
37275,0.0,7
37276,0.0,8
37277,0.0,9
37278,0.0,10
37279,0.86975,0
37280,0.1196,1
37281,0.0099,2
37282,0.0007,3
37283,5e-05,4
37284,0.0,5
37285,0.0,6
37286,0.0,7
37287,0.0,8
37288,0.0,9
37289,0.0,10
37290,0.8614,0
37291,0.12575,1
37292,0.01175,2
37293,0.00105,3
37294,5e-05,4
37295,0.0,5
37296,0.0,6
37297,0.0,7
37298,0.0,8
37299,0.0,9
37300,0.0,10
37301,0.872,0
37302,0.11715,1
37303,0.01,2
37304,0.00085,3
37305,0.0,4
37306,0.0,5
37307,0.0,6
37308,0.0,7
37309,0.0,8
37310,0.0,9
37311,0.0,10
37312,0.8767,0
37313,0.11355,1
37314,0.0091,2
37315,0.00065,3
37316,0.0,4
37317,0.0,5
37318,0.0,6
37319,0.0,7
37320,0.0,8
37321,0.0,9
37322,0.0,10
37323,0.85665,0
37324,0.1301,1
37325,0.0122,2
37326,0.0009,3
37327,0.00015,4
37328,0.0,5
37329,0.0,6
37330,0.0,7
37331,0.0,8
37332,0.0,9
37333,0.0,10
37334,0.8683,0
37335,0.11965,1
37336,0.0112,2
37337,0.0007,3
37338,0.0001,4
37339,5e-05,5
37340,0.0,6
37341,0.0,7
37342,0.0,8
37343,0.0,9
37344,0.0,10
37345,0.8665,0
37346,0.1214,1
37347,0.01135,2
37348,0.00065,3
37349,0.0001,4
37350,0.0,5
37351,0.0,6
37352,0.0,7
37353,0.0,8
37354,0.0,9
37355,0.0,10
37356,0.8624,0
37357,0.1258,1
37358,0.01085,2
37359,0.00095,3
37360,0.0,4
37361,0.0,5
37362,0.0,6
37363,0.0,7
37364,0.0,8
37365,0.0,9
37366,0.0,10
37367,0.85805,0
37368,0.1282,1
37369,0.01295,2
37370,0.0008,3
37371,0.0,4
37372,0.0,5
37373,0.0,6
37374,0.0,7
37375,0.0,8
37376,0.0,9
37377,0.0,10
37378,0.85785,0
37379,0.1286,1
37380,0.0125,2
37381,0.001,3
37382,5e-05,4
37383,0.0,5
37384,0.0,6
37385,0.0,7
37386,0.0,8
37387,0.0,9
37388,0.0,10
37389,0.86035,0
37390,0.12635,1
37391,0.01245,2
37392,0.0007,3
37393,0.00015,4
37394,0.0,5
37395,0.0,6
37396,0.0,7
37397,0.0,8
37398,0.0,9
37399,0.0,10
37400,0.8531,0
37401,0.1321,1
37402,0.01395,2
37403,0.00085,3
37404,0.0,4
37405,0.0,5
37406,0.0,6
37407,0.0,7
37408,0.0,8
37409,0.0,9
37410,0.0,10
37411,0.87395,0
37412,0.11655,1
37413,0.009,2
37414,0.0005,3
37415,0.0,4
37416,0.0,5
37417,0.0,6
37418,0.0,7
37419,0.0,8
37420,0.0,9
37421,0.0,10
37422,0.8727,0
37423,0.1176,1
37424,0.00895,2
37425,0.0007,3
37426,5e-05,4
37427,0.0,5
37428,0.0,6
37429,0.0,7
37430,0.0,8
37431,0.0,9
37432,0.0,10
37433,0.82595,0
37434,0.1543,1
37435,0.01775,2
37436,0.00175,3
37437,0.00025,4
37438,0.0,5
37439,0.0,6
37440,0.0,7
37441,0.0,8
37442,0.0,9
37443,0.0,10
37444,0.8676,0
37445,0.1209,1
37446,0.01035,2
37447,0.00105,3
37448,5e-05,4
37449,5e-05,5
37450,0.0,6
37451,0.0,7
37452,0.0,8
37453,0.0,9
37454,0.0,10
