PI,MaxNReader,MeanCountReader,BruvID,FrameNumber,Location,MaxN,TimeToMaxN,MeanCountVideo,,,
Euan Harvey,Damon,Lauren,244,331,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,332,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,333,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,334,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,335,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,336,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,337,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,338,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,339,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,340,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,341,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,342,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,343,CocosIslands,3,3.8794,2,,,
Euan Harvey,Damon,Lauren,244,344,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,345,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,346,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,347,CocosIslands,3,3.8794,2,,,
Euan Harvey,Damon,Lauren,244,348,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,349,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,350,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,351,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,352,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,353,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,354,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,355,CocosIslands,3,3.8794,0,,,
Euan Harvey,Damon,Lauren,244,356,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,357,CocosIslands,3,3.8794,2,,,
Euan Harvey,Damon,Lauren,244,358,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Lauren,244,359,CocosIslands,3,3.8794,2,,,
Euan Harvey,Damon,Lauren,244,360,CocosIslands,3,3.8794,1,,,
Euan Harvey,Damon,Laura,JI1-12,1,JarvisIsland,0,0,0,,,
Euan Harvey,Damon,Laura,JI1-12,2,JarvisIsland,0,0,0,,,
Euan Harvey,Damon,Laura,JI1-12,3,JarvisIsland,0,0,0,,,
Euan Harvey,Damon,Laura,JI1-12,4,JarvisIsland,0,0,0,,,
Euan Harvey,Damon,Laura,JI1-12,5,JarvisIsland,0,0,0,,,
Euan Harvey,Damon,Laura,JI1-12,6,JarvisIsland,1,0.7891,0,,,
Euan Harvey,Damon,Laura,JI1-12,7,JarvisIsland,1,0.7891,0,,,
Euan Harvey,Damon,Laura,JI1-12,8,JarvisIsland,1,0.7891,1,,,
Euan Harvey,Damon,Laura,JI1-12,9,JarvisIsland,1,0.7891,1,,,
Euan Harvey,Damon,Laura,JI1-12,10,JarvisIsland,2,1.4305,1,,,
Euan Harvey,Damon,Laura,JI1-12,11,JarvisIsland,3,1.7511,2,,,
Euan Harvey,Damon,Laura,JI1-12,12,JarvisIsland,3,1.7511,1,,,
Euan Harvey,Damon,Laura,JI1-12,13,JarvisIsland,3,1.7511,1,,,
Euan Harvey,Damon,Laura,JI1-12,14,JarvisIsland,3,1.7511,1,,,
Euan Harvey,Damon,Laura,JI1-12,15,JarvisIsland,3,1.7511,0,,,
Euan Harvey,Damon,Laura,JI1-12,16,JarvisIsland,3,1.7511,2,,,
Euan Harvey,Damon,Laura,JI1-12,17,JarvisIsland,3,1.7511,2,,,
Euan Harvey,Damon,Laura,JI1-12,18,JarvisIsland,4,2.7144,2,,,
Euan Harvey,Damon,Laura,JI1-12,19,JarvisIsland,4,2.7144,2,,,
Euan Harvey,Damon,Laura,JI1-12,20,JarvisIsland,4,2.7144,2,,,
Euan Harvey,Damon,Laura,JI1-12,21,JarvisIsland,4,2.7144,4,,,
Euan Harvey,Damon,Laura,JI1-12,22,JarvisIsland,4,2.7144,3,,,
Euan Harvey,Damon,Laura,JI1-12,23,JarvisIsland,5,3.5741,2,,,
Euan Harvey,Damon,Laura,JI1-12,24,JarvisIsland,5,3.5741,3,,,
Euan Harvey,Damon,Laura,JI1-12,25,JarvisIsland,6,4.004,6,,,
Euan Harvey,Damon,Laura,JI1-12,26,JarvisIsland,6,4.004,3,,,
Euan Harvey,Damon,Laura,JI1-12,27,JarvisIsland,6,4.004,4,,,
Euan Harvey,Damon,Laura,JI1-12,28,JarvisIsland,7,4.6787,7,,,
Euan Harvey,Damon,Laura,JI1-12,29,JarvisIsland,7,4.6787,7,,,
Euan Harvey,Damon,Laura,JI1-12,30,JarvisIsland,7,4.6787,4,,,
Euan Harvey,Damon,Laura,JI1-12,31,JarvisIsland,7,4.6787,6,,,
Euan Harvey,Damon,Laura,JI1-12,32,JarvisIsland,8,5.1885,8,,,
Euan Harvey,Damon,Laura,JI1-12,33,JarvisIsland,9,5.342,7,,,
Euan Harvey,Damon,Laura,JI1-12,34,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,35,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,36,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,37,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,38,JarvisIsland,9,5.342,8,,,
Euan Harvey,Damon,Laura,JI1-12,39,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,40,JarvisIsland,9,5.342,7,,,
Euan Harvey,Damon,Laura,JI1-12,41,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,42,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,43,JarvisIsland,9,5.342,7,,,
Euan Harvey,Damon,Laura,JI1-12,44,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,45,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,46,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,47,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,48,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,49,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,50,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,51,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,52,JarvisIsland,9,5.342,8,,,
Euan Harvey,Damon,Laura,JI1-12,53,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,54,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,55,JarvisIsland,9,5.342,7,,,
Euan Harvey,Damon,Laura,JI1-12,56,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,57,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,58,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,59,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,60,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,61,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,62,JarvisIsland,9,5.342,1,,,
Euan Harvey,Damon,Laura,JI1-12,63,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,64,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,65,JarvisIsland,9,5.342,5,,,
Euan Harvey,Damon,Laura,JI1-12,66,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,67,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,68,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,69,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,70,JarvisIsland,9,5.342,2,,,
Euan Harvey,Damon,Laura,JI1-12,71,JarvisIsland,9,5.342,6,,,
Euan Harvey,Damon,Laura,JI1-12,72,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,73,JarvisIsland,9,5.342,4,,,
Euan Harvey,Damon,Laura,JI1-12,74,JarvisIsland,9,5.342,7,,,
Euan Harvey,Damon,Laura,JI1-12,75,JarvisIsland,9,5.342,3,,,
Euan Harvey,Damon,Laura,JI1-12,76,JarvisIsland,10,12.4736,6,,,
Euan Harvey,Damon,Laura,JI1-12,77,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,78,JarvisIsland,10,12.4736,6,,,
Euan Harvey,Damon,Laura,JI1-12,79,JarvisIsland,10,12.4736,6,,,
Euan Harvey,Damon,Laura,JI1-12,80,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,81,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,82,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,83,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,84,JarvisIsland,10,12.4736,5,,,
Euan Harvey,Damon,Laura,JI1-12,85,JarvisIsland,10,12.4736,6,,,
Euan Harvey,Damon,Laura,JI1-12,86,JarvisIsland,10,12.4736,5,,,
Euan Harvey,Damon,Laura,JI1-12,87,JarvisIsland,10,12.4736,6,,,
Euan Harvey,Damon,Laura,JI1-12,88,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,89,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,90,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,91,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,92,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,93,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,94,JarvisIsland,10,12.4736,1,,,
Euan Harvey,Damon,Laura,JI1-12,95,JarvisIsland,10,12.4736,1,,,
Euan Harvey,Damon,Laura,JI1-12,96,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,97,JarvisIsland,10,12.4736,1,,,
Euan Harvey,Damon,Laura,JI1-12,98,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,99,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,100,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,101,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,102,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,103,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,104,JarvisIsland,10,12.4736,5,,,
Euan Harvey,Damon,Laura,JI1-12,105,JarvisIsland,10,12.4736,7,,,
Euan Harvey,Damon,Laura,JI1-12,106,JarvisIsland,10,12.4736,8,,,
Euan Harvey,Damon,Laura,JI1-12,107,JarvisIsland,10,12.4736,6,,,
Euan Harvey,Damon,Laura,JI1-12,108,JarvisIsland,10,12.4736,5,,,
Euan Harvey,Damon,Laura,JI1-12,109,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,110,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,111,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,112,JarvisIsland,10,12.4736,7,,,
Euan Harvey,Damon,Laura,JI1-12,113,JarvisIsland,10,12.4736,3,,,
Euan Harvey,Damon,Laura,JI1-12,114,JarvisIsland,10,12.4736,1,,,
Euan Harvey,Damon,Laura,JI1-12,115,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,116,JarvisIsland,10,12.4736,2,,,
Euan Harvey,Damon,Laura,JI1-12,117,JarvisIsland,10,12.4736,8,,,
Euan Harvey,Damon,Laura,JI1-12,118,JarvisIsland,10,12.4736,4,,,
Euan Harvey,Damon,Laura,JI1-12,119,JarvisIsland,11,19.6667,11,,,
Euan Harvey,Damon,Laura,JI1-12,120,JarvisIsland,11,19.6667,4,,,
Euan Harvey,Damon,Laura,JI1-12,121,JarvisIsland,11,19.6667,5,,,
Euan Harvey,Damon,Laura,JI1-12,122,JarvisIsland,11,19.6667,6,,,
Euan Harvey,Damon,Laura,JI1-12,123,JarvisIsland,11,19.6667,2,,,
Euan Harvey,Damon,Laura,JI1-12,124,JarvisIsland,11,19.6667,4,,,
Euan Harvey,Damon,Laura,JI1-12,125,JarvisIsland,11,19.6667,8,,,
Euan Harvey,Damon,Laura,JI1-12,126,JarvisIsland,11,19.6667,6,,,
Euan Harvey,Damon,Laura,JI1-12,127,JarvisIsland,11,19.6667,3,,,
Euan Harvey,Damon,Laura,JI1-12,128,JarvisIsland,11,19.6667,6,,,
Euan Harvey,Damon,Laura,JI1-12,129,JarvisIsland,11,19.6667,6,,,
Euan Harvey,Damon,Laura,JI1-12,130,JarvisIsland,11,19.6667,5,,,
Euan Harvey,Damon,Laura,JI1-12,131,JarvisIsland,11,19.6667,4,,,
Euan Harvey,Damon,Laura,JI1-12,132,JarvisIsland,11,19.6667,2,,,
Euan Harvey,Damon,Laura,JI1-12,133,JarvisIsland,11,19.6667,9,,,
Euan Harvey,Damon,Laura,JI1-12,134,JarvisIsland,11,19.6667,4,,,
Euan Harvey,Damon,Laura,JI1-12,135,JarvisIsland,11,19.6667,4,,,
Euan Harvey,Damon,Laura,JI1-12,136,JarvisIsland,11,19.6667,2,,,
Euan Harvey,Damon,Laura,JI1-12,137,JarvisIsland,11,19.6667,2,,,
Euan Harvey,Damon,Laura,JI1-12,138,JarvisIsland,11,19.6667,2,,,
Euan Harvey,Damon,Laura,JI1-12,139,JarvisIsland,11,19.6667,6,,,
Euan Harvey,Damon,Laura,JI1-12,140,JarvisIsland,11,19.6667,4,,,
Euan Harvey,Damon,Laura,JI1-12,141,JarvisIsland,11,19.6667,6,,,
Euan Harvey,Damon,Laura,JI1-12,142,JarvisIsland,12,23.4747,11,,,
Euan Harvey,Damon,Laura,JI1-12,143,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,144,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,145,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,146,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,147,JarvisIsland,12,23.4747,5,,,
Euan Harvey,Damon,Laura,JI1-12,148,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,149,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,150,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,151,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,152,JarvisIsland,12,23.4747,5,,,
Euan Harvey,Damon,Laura,JI1-12,153,JarvisIsland,12,23.4747,4,,,
Euan Harvey,Damon,Laura,JI1-12,154,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,155,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,156,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,157,JarvisIsland,12,23.4747,8,,,
Euan Harvey,Damon,Laura,JI1-12,158,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,159,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,160,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,161,JarvisIsland,12,23.4747,11,,,
Euan Harvey,Damon,Laura,JI1-12,162,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,163,JarvisIsland,12,23.4747,12,,,
Euan Harvey,Damon,Laura,JI1-12,164,JarvisIsland,12,23.4747,10,,,
Euan Harvey,Damon,Laura,JI1-12,165,JarvisIsland,12,23.4747,5,,,
Euan Harvey,Damon,Laura,JI1-12,166,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,167,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,168,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,169,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,170,JarvisIsland,12,23.4747,9,,,
Euan Harvey,Damon,Laura,JI1-12,171,JarvisIsland,12,23.4747,8,,,
Euan Harvey,Damon,Laura,JI1-12,172,JarvisIsland,12,23.4747,4,,,
Euan Harvey,Damon,Laura,JI1-12,173,JarvisIsland,12,23.4747,6,,,
Euan Harvey,Damon,Laura,JI1-12,174,JarvisIsland,12,23.4747,7,,,
Euan Harvey,Damon,Laura,JI1-12,175,JarvisIsland,12,23.4747,10,,,
Euan Harvey,Damon,Laura,JI1-12,176,JarvisIsland,13,29.1667,4,,,
Euan Harvey,Damon,Laura,JI1-12,177,JarvisIsland,14,29.3333,9,,,
Euan Harvey,Damon,Laura,JI1-12,178,JarvisIsland,15,29.4057,8,,,
Euan Harvey,Damon,Laura,JI1-12,179,JarvisIsland,15,29.4057,11,,,
Euan Harvey,Damon,Laura,JI1-12,180,JarvisIsland,15,29.4057,7,,,
Euan Harvey,Damon,Laura,JI1-12,181,JarvisIsland,16,30,12,,,
Euan Harvey,Damon,Laura,JI1-12,182,JarvisIsland,17,30.1667,7,,,
Euan Harvey,Damon,Laura,JI1-12,183,JarvisIsland,18,30.4402,14,,,
Euan Harvey,Damon,Laura,JI1-12,184,JarvisIsland,18,30.4402,11,,,
Euan Harvey,Damon,Laura,JI1-12,185,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,186,JarvisIsland,18,30.4402,4,,,
Euan Harvey,Damon,Laura,JI1-12,187,JarvisIsland,18,30.4402,6,,,
Euan Harvey,Damon,Laura,JI1-12,188,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,189,JarvisIsland,18,30.4402,4,,,
Euan Harvey,Damon,Laura,JI1-12,190,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,191,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,192,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,193,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,194,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,195,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,196,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,197,JarvisIsland,18,30.4402,7,,,
Euan Harvey,Damon,Laura,JI1-12,198,JarvisIsland,18,30.4402,5,,,
Euan Harvey,Damon,Laura,JI1-12,199,JarvisIsland,18,30.4402,7,,,
Euan Harvey,Damon,Laura,JI1-12,200,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,201,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,202,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,203,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,204,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,205,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,206,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,207,JarvisIsland,18,30.4402,5,,,
Euan Harvey,Damon,Laura,JI1-12,208,JarvisIsland,18,30.4402,4,,,
Euan Harvey,Damon,Laura,JI1-12,209,JarvisIsland,18,30.4402,4,,,
Euan Harvey,Damon,Laura,JI1-12,210,JarvisIsland,18,30.4402,8,,,
Euan Harvey,Damon,Laura,JI1-12,211,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,212,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,213,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,214,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,215,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,216,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,217,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,218,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,219,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,220,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,221,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,222,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,223,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,224,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,225,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,226,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,227,JarvisIsland,18,30.4402,6,,,
Euan Harvey,Damon,Laura,JI1-12,228,JarvisIsland,18,30.4402,5,,,
Euan Harvey,Damon,Laura,JI1-12,229,JarvisIsland,18,30.4402,7,,,
Euan Harvey,Damon,Laura,JI1-12,230,JarvisIsland,18,30.4402,5,,,
Euan Harvey,Damon,Laura,JI1-12,231,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,232,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,233,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,234,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,235,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,236,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,237,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,238,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,239,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,240,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,241,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,242,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,243,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,244,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,245,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,246,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,247,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,248,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,249,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,250,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,251,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,252,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,253,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,254,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,255,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,256,JarvisIsland,18,30.4402,4,,,
Euan Harvey,Damon,Laura,JI1-12,257,JarvisIsland,18,30.4402,5,,,
Euan Harvey,Damon,Laura,JI1-12,258,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,259,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,260,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,261,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,262,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,263,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,264,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,265,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,266,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,267,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,268,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,269,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,270,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,271,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,272,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,273,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,274,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,275,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,276,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,277,JarvisIsland,18,30.4402,4,,,
Euan Harvey,Damon,Laura,JI1-12,278,JarvisIsland,18,30.4402,3,,,
Euan Harvey,Damon,Laura,JI1-12,279,JarvisIsland,18,30.4402,2,,,
Euan Harvey,Damon,Laura,JI1-12,280,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,281,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,282,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,283,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,284,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,285,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,286,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,287,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,288,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,289,JarvisIsland,18,30.4402,0,,,
Euan Harvey,Damon,Laura,JI1-12,290,JarvisIsland,18,30.4402,1,,,
Euan Harvey,Damon,Laura,JI1-12,291,JarvisIsland,18,30.4402,0,,,
