PI,MaxNReader,MeanCountReader,BruvID,FrameNumber,Location,MaxN,TimeToMaxN,MeanCountVideo,,,
Euan Harvey,Jordan,Damon,TOMD2,352,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,353,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,354,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,355,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,356,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,357,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,358,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,359,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,360,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,1,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,2,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,3,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,4,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,5,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,6,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,7,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,8,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,9,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,10,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,11,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,12,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,13,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,14,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,15,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,16,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,17,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,18,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,19,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,20,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,21,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,22,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,23,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,24,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,25,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,26,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,27,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,28,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,29,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,30,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,31,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,32,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,33,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,34,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,35,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,36,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,37,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,38,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,39,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,40,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,41,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,42,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,43,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,44,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,45,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,46,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,47,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,48,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,49,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,50,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,51,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,52,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,53,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,54,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,55,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,56,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,57,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,58,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,59,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,60,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,61,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,62,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,63,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,64,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,65,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,66,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,67,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,68,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,69,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,70,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,71,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,72,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,73,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,74,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,75,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,76,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,77,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,78,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,79,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,80,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,81,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,82,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,83,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,84,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,85,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,86,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,87,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,88,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,89,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,90,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,91,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,92,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,93,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,94,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,95,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,96,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,97,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,98,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,99,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,100,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,101,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,102,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,103,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,104,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,105,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,106,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,107,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,108,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,109,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,110,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,111,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,112,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,113,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,114,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,115,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,116,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,117,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,118,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,119,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,120,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,121,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,122,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,123,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,124,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,125,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,126,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,127,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,128,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,129,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,130,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,131,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,132,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,133,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,134,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,135,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,136,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,137,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,138,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,139,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,140,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,141,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,142,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,143,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,144,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,145,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,146,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,147,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,148,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,149,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,150,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,151,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,152,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,153,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,154,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,155,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,156,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,157,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,158,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,159,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,160,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,161,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,162,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,163,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,164,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,165,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,166,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,167,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,168,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,169,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,170,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,171,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,172,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,173,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,174,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,175,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,176,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,177,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,178,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,179,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,180,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,181,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,182,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,183,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,184,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,185,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,186,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,187,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,188,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,189,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,190,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,191,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,192,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,193,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,194,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,195,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,196,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,197,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,198,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,199,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,200,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,201,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,202,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,203,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,204,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,205,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,206,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,207,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,208,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,209,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,210,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,211,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,212,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,213,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,214,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,215,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,216,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,217,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,218,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,219,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,220,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,221,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,222,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,223,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,224,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,225,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,226,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,227,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,228,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,229,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,230,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,231,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,232,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,233,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,234,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,235,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,236,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,237,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,238,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,239,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,240,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,241,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,242,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,243,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,244,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,245,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,246,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,247,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,248,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,249,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,250,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,251,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,252,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,253,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,254,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,255,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,256,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,257,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,258,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,259,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,260,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,261,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,262,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,263,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,264,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,265,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,266,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,267,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,268,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,269,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,270,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,271,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,272,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,273,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,274,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,275,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,276,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,277,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,278,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,279,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,280,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,281,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,282,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,283,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,284,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,285,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,286,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,287,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,288,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,289,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,290,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,291,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,292,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,293,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,294,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,295,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,296,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,297,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,298,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,299,ChristmasIsland,1,3.974,0,,,
Euan Harvey,Jordan,Damon,TOMD2,300,ChristmasIsland,1,3.974,0,,,
