PI,BruvID,Location,MaxN Reader,MeanCount Reader,FrameNumber,MaxN,TimeToMaxN,MeanCountVideo
Demian Chapman,OPOP_031,Colombia,Gina,Gina,150,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,151,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,152,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,153,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,154,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,155,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,156,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,157,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,158,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,159,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,160,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,161,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,162,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,163,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,164,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,165,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,166,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,167,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,168,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,169,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,170,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,171,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,172,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,173,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,174,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,175,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,176,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,177,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,178,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,179,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,180,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,181,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,182,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,183,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,184,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,185,0,0,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,186,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,187,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,188,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,189,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,190,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,191,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,192,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,193,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,194,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,195,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,196,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,197,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,198,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,199,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,200,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,201,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,202,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,203,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,204,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,205,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,206,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,207,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,208,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,209,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,210,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,211,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,212,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,213,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,214,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,215,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,216,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,217,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,218,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,219,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,220,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,221,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,222,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,223,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,224,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,225,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,226,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,227,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,228,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,229,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,230,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,231,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,232,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,233,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,234,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,235,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,236,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,237,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,238,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,239,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,240,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,241,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,242,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,243,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,244,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,245,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,246,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,247,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,248,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,249,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,250,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,251,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,252,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,253,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,254,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,255,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,256,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,257,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,258,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,259,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,260,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,261,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,262,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,263,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,264,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,265,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,266,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,267,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,268,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,269,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,270,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,271,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,272,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,273,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,274,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,275,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,276,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,277,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,278,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,279,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,280,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,281,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,282,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,283,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,284,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,285,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,286,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,287,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,288,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,289,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,290,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,291,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,292,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,293,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,294,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,295,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,296,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,297,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,298,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,299,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,300,1,31,1
Demian Chapman,OPOP_031,Colombia,Gina,Gina,301,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,302,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,303,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,304,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,305,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,306,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,307,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,308,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,309,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,310,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,311,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,312,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,313,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,314,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,315,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,316,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,317,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,318,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,319,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,320,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,321,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,322,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,323,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,324,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,325,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,326,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,327,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,328,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,329,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,330,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,331,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,332,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,333,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,334,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,335,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,336,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,337,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,338,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,339,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,340,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,341,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,342,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,343,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,344,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,345,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,346,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,347,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,348,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,349,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,350,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,351,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,352,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,353,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,354,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,355,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,356,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,357,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,358,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,359,1,31,0
Demian Chapman,OPOP_031,Colombia,Gina,Gina,360,1,31,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,1,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,2,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,3,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,4,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,5,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,6,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,7,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,8,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,9,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,10,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,11,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,12,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,13,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,14,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,15,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,16,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,17,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,18,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,19,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,20,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,21,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,22,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,23,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,24,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,25,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,26,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,27,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,28,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,29,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,30,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,31,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,32,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,33,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,34,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,35,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,36,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,37,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,38,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,39,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,40,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,41,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,42,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,43,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,44,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,45,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,46,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,47,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,48,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,49,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,50,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,51,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,52,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,53,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,54,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,55,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,56,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,57,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,58,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,59,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,60,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,61,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,62,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,63,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,64,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,65,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,66,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,67,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,68,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,69,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,70,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,71,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,72,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,73,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,74,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,75,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,76,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,77,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,78,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,79,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,80,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,81,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,82,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,83,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,84,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,85,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,86,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,87,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,88,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,89,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,90,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,91,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,92,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,93,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,94,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,95,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,96,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,97,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,98,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,99,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,100,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,101,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,102,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,103,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,104,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,105,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,106,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,107,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,108,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,109,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,110,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,111,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,112,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,113,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,114,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,115,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,116,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,117,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,118,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,119,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,120,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,121,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,122,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,123,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,124,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,125,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,126,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,127,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,128,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,129,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,130,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,131,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,132,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,133,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,134,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,135,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,136,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,137,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,138,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,139,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,140,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,141,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,142,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,143,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,144,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,145,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,146,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,147,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,148,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,149,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,150,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,151,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,152,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,153,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,154,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,155,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,156,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,157,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,158,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,159,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,160,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,161,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,162,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,163,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,164,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,165,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,166,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,167,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,168,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,169,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,170,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,171,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,172,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,173,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,174,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,175,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,176,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,177,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,178,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,179,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,180,0,0,0
Demian Chapman,CC_011,Bahamas,Gina,Gina,181,0,0,0
