PI,MaxNReader,MeanCountReader,BruvID,FrameNumber,Location,MaxN,TimeToMaxN,MeanCountVideo
Heithaus,Alec,MarkB,FU1_001,1,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,2,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,3,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,4,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,5,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,6,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,7,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,8,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,9,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,10,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,11,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,12,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,13,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,14,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,15,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,16,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,17,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,18,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,19,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,20,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,21,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,22,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,23,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,24,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,25,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,26,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,27,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,28,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,29,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,30,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,31,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,32,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,33,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,34,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,35,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,36,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,37,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,38,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,39,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,40,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,41,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,42,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,43,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,44,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,45,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,46,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,47,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,48,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,49,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,50,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,51,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,52,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,53,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,54,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,55,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,56,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,57,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,58,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,59,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,60,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,61,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,62,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,63,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,64,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,65,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,66,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,67,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,68,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,69,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,70,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,71,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,72,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,73,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,74,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,75,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,76,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,77,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,78,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,79,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,80,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,81,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,82,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,83,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,84,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,85,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,86,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,87,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,88,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,89,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,90,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,91,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,92,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,93,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,94,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,95,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,96,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,97,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,98,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,99,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,100,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,101,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,102,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,103,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,104,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,105,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,106,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,107,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,108,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,109,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,110,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,111,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,112,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,113,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,114,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,115,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,116,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,117,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,118,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,119,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,120,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,121,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,122,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,123,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,124,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,125,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,126,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,127,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,128,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,129,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,130,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,131,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,132,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,133,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,134,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,135,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,136,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,137,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,138,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,139,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,140,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,141,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,142,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,143,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,144,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,145,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,146,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,147,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,148,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,149,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,150,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,151,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,152,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,153,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,154,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,155,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,156,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,157,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,158,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,159,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,160,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,161,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,162,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,163,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,164,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,165,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,166,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,167,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,168,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,169,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,170,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,171,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,172,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,173,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,174,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,175,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,176,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,177,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,178,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,179,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,180,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,181,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,182,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,183,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,184,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,185,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,186,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,187,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,188,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,189,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,190,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,191,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,192,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,193,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,194,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,195,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,196,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,197,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,198,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,199,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,200,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,201,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,202,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,203,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,204,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,205,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,206,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,207,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,208,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,209,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,210,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,211,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,212,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,213,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,214,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,215,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,216,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,217,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,218,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,219,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,220,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,221,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,222,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,223,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,224,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,225,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,226,Florida,0,0,0
Heithaus,Alec,MarkB,FU1_001,227,Florida,0,0,0
